product_id,product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
2307,"[{'https://static.zara.net/photos///2023/I/1/1/p/1629/210/111/2/w/448/1629210111_1_1_1.jpg?ts=1689753393010': 'Image 0 of LEATHER FLAT SANDALS WITH SEASHELLS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1629/210/111/2/w/448/1629210111_2_1_1.jpg?ts=1689753392962': 'Image 1 of LEATHER FLAT SANDALS WITH SEASHELLS from Zara'}]",women,SHOES,leather flat sandal seashell,leather flat slider sandal strap toe divid seashell detail round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a leather flat sandal seashell made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2308,"[{'https://static.zara.net/photos///2023/I/1/1/p/1630/210/111/2/w/448/1630210111_1_1_1.jpg?ts=1689753420081': 'Image 0 of SPLIT SUEDE SANDALS WITH FRINGING from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1630/210/111/2/w/448/1630210111_2_1_1.jpg?ts=1689753421268': 'Image 1 of SPLIT SUEDE SANDALS WITH FRINGING from Zara'}]",women,SHOES,split suede sandal fringe,split suede flat slider sandal fringe frontsole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,suede,sandal,other,other,suede sandal,This is a split suede sandal fringe made of suede with other coverage.,warm weather
2309,"[{'https://static.zara.net/photos///2023/I/1/1/p/1325/210/001/2/w/448/1325210001_1_1_1.jpg?ts=1689157161943': 'Image 0 of EMBELLISHED LEATHER HEELED SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1325/210/001/2/w/448/1325210001_2_1_1.jpg?ts=1689157161166': 'Image 1 of EMBELLISHED LEATHER HEELED SANDALS from Zara'}]",women,SHOES,embellish leather heel sandal,highheel leather sandal thin strap metallic embellishment round toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a embellish leather heel sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2310,"[{'https://static.zara.net/photos///2023/I/1/1/p/3614/210/091/2/w/448/3614210091_1_1_1.jpg?ts=1683875321804': 'Image 0 of FLAT METALLIC LEATHER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3614/210/091/2/w/448/3614210091_2_1_1.jpg?ts=1683875315692': 'Image 1 of FLAT METALLIC LEATHER SANDALS from Zara'}]",women,SHOES,flat metallic leather sandal,flat leather slider sandal metallic effect strap toe divider buckle ankle strap fasten sole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a flat metallic leather sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2311,"[{'https://static.zara.net/photos///2023/I/1/1/p/5423/110/202/2/w/448/5423110202_1_1_1.jpg?ts=1688553117744': 'Image 0 of FABRIC MULE TRAINERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/5423/110/202/2/w/448/5423110202_2_1_1.jpg?ts=1688553117348': 'Image 1 of FABRIC MULE TRAINERS from Zara'}]",women,SHOES,fabric mule trainer,fabric mule trainer rubberise sole laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise,mule trainer,other,other,polyurethane rubberise mule trainer,This is a fabric mule trainer made of polyurethane rubberise with other coverage.,mild weather
2312,"[{'https://static.zara.net/photos///2023/I/1/1/p/3505/210/001/2/w/448/3505210001_1_1_1.jpg?ts=1683800282027': 'Image 0 of GATHERED BALLET FLATS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3505/210/001/2/w/448/3505210001_2_1_1.jpg?ts=1683800282147': 'Image 1 of GATHERED BALLET FLATS from Zara'}]",women,SHOES,gather ballet flat,ballet flat elastic strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,other,other,other,,This is a gather ballet flat made of other with other coverage.,cool weather
2313,"[{'https://static.zara.net/photos///2023/V/1/1/p/3525/110/050/12/w/448/3525110050_1_1_1.jpg?ts=1684226598286': 'Image 0 of SATIN BALLET FLATS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/3525/110/050/12/w/448/3525110050_2_1_1.jpg?ts=1684226770081': 'Image 1 of SATIN BALLET FLATS from Zara'}]",women,SHOES,satin ballet flat,ballet flat satin fabric elastic strap instep round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin,other,other,other,satin,This is a satin ballet flat made of satin with other coverage.,cool weather
2314,"[{'https://static.zara.net/photos///2023/V/1/1/p/3526/110/800/12/w/448/3526110800_1_1_1.jpg?ts=1679993862640': 'Image 0 of FABRIC BALLET FLATS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/3526/110/800/12/w/448/3526110800_2_1_1.jpg?ts=1679993861541': 'Image 1 of FABRIC BALLET FLATS from Zara'}]",women,SHOES,fabric ballet flat,fabric ballet flat elastic strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,other,other,other,,This is a fabric ballet flat made of other with other coverage.,cool weather
2315,"[{'https://static.zara.net/photos///2023/I/1/1/p/3600/210/131/22/w/448/3600210131_1_1_1.jpg?ts=1688556225941': 'Image 0 of MINIMALIST FLAT LEATHER SLIDER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3600/210/131/22/w/448/3600210131_6_1_1.jpg?ts=1688725524001': 'Image 1 of MINIMALIST FLAT LEATHER SLIDER SANDALS from Zara'}]",women,SHOES,minimalist flat leather slider sandal,minimalist flat leather slider sandal wide strap sole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a minimalist flat leather slider sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2316,"[{'https://static.zara.net/photos///2023/I/1/1/p/3690/210/253/2/w/448/3690210253_6_1_1.jpg?ts=1688466689111': 'Image 0 of FLAT SANDALS WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3690/210/253/2/w/448/3690210253_6_2_1.jpg?ts=1688466689147': 'Image 1 of FLAT SANDALS WITH BOW from Zara'}]",women,SHOES,flat sandal bow,metallic flat slider sandal bow embellishment sole height cm,Shoes,other,bow sandal,other,other,bow sandal,This is a flat sandal bow made of other with other coverage.,mild weather
2317,"[{'https://static.zara.net/photos///2023/I/1/1/p/3378/210/808/2/w/448/3378210808_6_1_1.jpg?ts=1686670796295': 'Image 0 of METALLIC HIGH-HEEL SANDALS WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3378/210/808/2/w/448/3378210808_6_2_1.jpg?ts=1686670795528': 'Image 1 of METALLIC HIGH-HEEL SANDALS WITH BOW from Zara'}]",women,SHOES,metallic highheel sandal bow,metallic highheel sandal bow detail heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,bow sandal,other,other,bow sandal,This is a metallic highheel sandal bow made of other with other coverage.,warm weather
2318,"[{'https://static.zara.net/photos///2023/I/1/1/p/3376/210/253/2/w/448/3376210253_1_1_1.jpg?ts=1689157161743': 'Image 0 of METALLIC SANDALS WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3376/210/253/2/w/448/3376210253_2_1_1.jpg?ts=1689157161490': 'Image 1 of METALLIC SANDALS WITH BOW from Zara'}]",women,SHOES,metallic sandal bow,midheel sandal metallic effect embellish bow buckle ankle strap fasten heel height cm,Shoes,other,bow sandal,other,other,bow sandal,This is a metallic sandal bow made of other with other coverage.,warm weather
2319,"[{'https://static.zara.net/photos///2023/I/1/1/p/2653/210/002/2/w/448/2653210002_1_1_1.jpg?ts=1689753485928': 'Image 0 of  from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2653/210/002/2/w/448/2653210002_2_1_1.jpg?ts=1689753487360': 'Image 1 of  from Zara'}]",women,SHOES,,flat leather slider sandal strap instep asymmetric strap topstitching detailsole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a  made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2320,"[{'https://static.zara.net/photos///2023/I/1/1/p/3660/110/500/2/w/448/3660110500_1_1_1.jpg?ts=1689182773543': 'Image 0 of FLAT STRAPPY SANDAL from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3660/110/500/2/w/448/3660110500_15_1_1.jpg?ts=1689169732958': 'Image 1 of FLAT STRAPPY SANDAL from Zara'}]",women,SHOES,flat strappy sandal,flat slider sandal pad strap frontsole height cm,Shoes,other,sandal,other,other,sandal,This is a flat strappy sandal made of other with other coverage.,mild weather
2321,"[{'https://static.zara.net/photos///2023/I/1/1/p/1645/210/001/2/w/448/1645210001_1_1_1.jpg?ts=1686037448555': 'Image 0 of BUCKLED LEATHER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1645/210/001/2/w/448/1645210001_2_1_1.jpg?ts=1686037452745': 'Image 1 of BUCKLED LEATHER SANDALS from Zara'}]",women,SHOES,buckled leather sandal,leather sandal buckle detail stud sidessole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a buckled leather sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2322,"[{'https://static.zara.net/photos///2023/I/1/1/p/1637/210/017/2/w/448/1637210017_1_1_1.jpg?ts=1686037640894': 'Image 0 of DENIM SANDALS WITH BUCKLE from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1637/210/017/2/w/448/1637210017_2_1_1.jpg?ts=1686037640911': 'Image 1 of DENIM SANDALS WITH BUCKLE from Zara'}]",women,SHOES,denim sandal buckle,denim sandal buckle detail stud sidessole height cm,Shoes,denim,denim sandal,other,other,denim denim sandal,This is a denim sandal buckle made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2323,"[{'https://static.zara.net/photos///2023/I/1/1/p/3541/210/004/5/w/448/3541210004_2_1_1.jpg?ts=1689929936000': 'Image 0 of DENIM CLOGS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3541/210/004/2/3541210004_16_1_1/w/37/poster.jpg?ts=1689931710038': 'Image 1 of DENIM CLOGS from Zara'}]",women,SHOES,denim clog,denim mule clogs metallic stud detail round toeheel height cm,Shoes,denim,clog denim mule,other,other,denim clog denim mule,This is a denim clog made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2324,"[{'https://static.zara.net/photos///2023/I/1/1/p/2608/210/800/2/w/448/2608210800_1_1_1.jpg?ts=1689753467266': 'Image 0 of FLAT SANDALS WITH BALL DETAILS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2608/210/800/2/w/448/2608210800_2_1_1.jpg?ts=1689753467578': 'Image 1 of FLAT SANDALS WITH BALL DETAILS from Zara'}]",women,SHOES,flat sandal ball detail,flat slider sandal combination material strap ballshape beading detail buckle ankle strap fasten round toesole height cm view,Shoes,other,sandal,other,other,sandal,This is a flat sandal ball detail made of other with other coverage.,mild weather
2325,"[{'https://static.zara.net/photos///2023/I/1/1/p/2607/210/800/2/w/448/2607210800_1_1_1.jpg?ts=1689753459358': 'Image 0 of STRAPPY SANDALS WITH COIN DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2607/210/800/2/w/448/2607210800_2_1_1.jpg?ts=1689753456726': 'Image 1 of STRAPPY SANDALS WITH COIN DETAIL from Zara'}]",women,SHOES,strappy sandal coin detail,flat slider sandal strap instep coin detail buckle ankle strap fasten round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a strappy sandal coin detail made of other with other coverage.,warm weather
2326,"[{'https://static.zara.net/photos///2023/I/1/1/p/3330/210/800/2/w/448/3330210800_1_1_1.jpg?ts=1690189294779': 'Image 0 of LACE-UP SANDALS WITH STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3330/210/800/2/w/448/3330210800_2_1_1.jpg?ts=1690189295907': 'Image 1 of LACE-UP SANDALS WITH STRAPS from Zara'}]",women,SHOES,laceup sandal strap,kittenheel sandal thin strap tie ankle point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a laceup sandal strap made of other with other coverage.,warm weather
2327,"[{'https://static.zara.net/photos///2023/I/1/1/p/3334/110/850/2/w/448/3334110850_1_1_1.jpg?ts=1690189294269': 'Image 0 of LACE-UP LEATHER SANDALS WITH STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3334/110/850/2/w/448/3334110850_2_1_1.jpg?ts=1690189294955': 'Image 1 of LACE-UP LEATHER SANDALS WITH STRAPS from Zara'}]",women,SHOES,laceup leather sandal strap,leather kitten heel sandal tie closure round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a laceup leather sandal strap made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2328,"[{'https://static.zara.net/photos///2023/I/1/1/p/3316/110/800/2/w/448/3316110800_1_1_1.jpg?ts=1690189294766': 'Image 0 of HIGH-HEEL STRAPPY SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3316/110/800/2/w/448/3316110800_2_1_1.jpg?ts=1690189294813': 'Image 1 of HIGH-HEEL STRAPPY SANDALS from Zara'}]",women,SHOES,highheel strappy sandal,highheel sandal thin strap buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a highheel strappy sandal made of other with other coverage.,warm weather
2329,"[{'https://static.zara.net/photos///2023/I/1/1/p/2350/210/800/2/w/448/2350210800_1_1_1.jpg?ts=1689753447042': 'Image 0 of LEATHER STRAPPY SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2350/210/800/2/w/448/2350210800_2_1_1.jpg?ts=1689753440169': 'Image 1 of LEATHER STRAPPY SANDALS from Zara'}]",women,SHOES,leather strappy sandal,leather highheel sandal thin strap upper buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a leather strappy sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2330,"[{'https://static.zara.net/photos///2023/I/1/1/p/1339/210/700/2/w/448/1339210700_1_1_1.jpg?ts=1689686542329': 'Image 0 of FABRIC PLATFORM SHOES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1339/210/700/2/w/448/1339210700_2_1_1.jpg?ts=1689686542762': 'Image 1 of FABRIC PLATFORM SHOES from Zara'}]",women,SHOES,fabric platform shoe,fabric wedge sandal wide strap wedge height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal shoe,other,other,sandal shoe,This is a fabric platform shoe made of other with other coverage.,mild weather
2331,"[{'https://static.zara.net/photos///2023/I/1/1/p/1620/210/111/3/w/448/1620210111_1_1_1.jpg?ts=1690280606554': 'Image 0 of BRAIDED FABRIC SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1620/210/111/3/w/448/1620210111_2_1_1.jpg?ts=1690280609226': 'Image 1 of BRAIDED FABRIC SANDALS from Zara'}]",women,SHOES,braid fabric sandal,flat fabric slider sandal braid insole strap toe divid round toesole height cm,Shoes,other,sandal,other,other,sandal,This is a braid fabric sandal made of other with other coverage.,warm weather
2332,"[{'https://static.zara.net/photos///2023/I/1/1/p/2651/210/800/2/w/448/2651210800_1_1_1.jpg?ts=1690189294196': 'Image 0 of CROSSED STRAP FLAT SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2651/210/800/2/w/448/2651210800_2_1_1.jpg?ts=1690208998047': 'Image 1 of CROSSED STRAP FLAT SANDALS from Zara'}]",women,SHOES,cross strap flat sandal,flat slider sandal thin crisscross strap buckle strap point toe sole height cm,Shoes,other,sandal,other,other,sandal,This is a cross strap flat sandal made of other with other coverage.,mild weather
2333,"[{'https://static.zara.net/photos///2023/I/1/1/p/3608/210/700/22/w/448/3608210700_1_1_1.jpg?ts=1690186983651': 'Image 0 of BUCKLED LEATHER SLIDER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3608/210/700/22/w/448/3608210700_2_1_1.jpg?ts=1690186987892': 'Image 1 of BUCKLED LEATHER SLIDER SANDALS from Zara'}]",women,SHOES,buckle leather slider sandal,leather flat slider sandal wide strap adjustable buckle round toesole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a buckle leather slider sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2334,"[{'https://static.zara.net/photos///2023/I/1/1/p/3629/210/032/2/w/448/3629210032_1_1_1.jpg?ts=1689686541881': 'Image 0 of FLAT LEATHER SLIDER SANDALS WITH STUDS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3629/210/032/2/w/448/3629210032_2_1_1.jpg?ts=1689686541470': 'Image 1 of FLAT LEATHER SLIDER SANDALS WITH STUDS from Zara'}]",women,SHOES,flat leather slider sandal stud,leather flat slider sandal wide strap adjustable buckle stud track sole round toe sole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a flat leather slider sandal stud made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2335,"[{'https://static.zara.net/photos///2023/I/1/1/p/2504/210/800/2/w/448/2504210800_1_1_1.jpg?ts=1692187515616': 'Image 0 of FLAT FAUX PATENT SHOES WITH POINTED TOE from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2504/210/800/2/w/448/2504210800_2_1_1.jpg?ts=1692187516478': 'Image 1 of FLAT FAUX PATENT SHOES WITH POINTED TOE from Zara'}]",women,SHOES,flat faux patent shoe pointed toe,flat faux patent shoe double buckle strap point toesole height cm,Shoes,faux patent,shoe,other,other,faux patent shoe,This is a flat faux patent shoe pointed toe made of faux patent with other coverage.,mild weather
2336,"[{'https://static.zara.net/photos///2023/I/1/1/p/1510/210/102/2/w/448/1510210102_2_1_1.jpg?ts=1692187517186': 'Image 0 of LEATHER BALLET FLATS WITH CHAIN from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1510/210/102/2/w/448/1510210102_6_1_1.jpg?ts=1692013385345': 'Image 1 of LEATHER BALLET FLATS WITH CHAIN from Zara'}]",women,SHOES,leather ballet flat chain,leather ballet flat golden chain detail highheel wedge shoe leather buckle ankle strap fasten point toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,shoe,other,other,leather shoe,This is a leather ballet flat chain made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2337,"[{'https://static.zara.net/photos///2023/I/1/1/p/3516/210/800/2/w/448/3516210800_1_1_1.jpg?ts=1691679675039': 'Image 0 of BLOCK HEEL CLOGS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3516/210/800/2/w/448/3516210800_2_1_1.jpg?ts=1691679675088': 'Image 1 of BLOCK HEEL CLOGS from Zara'}]",women,SHOES,block heel clog,heel platform clogs square toesole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane,clog,other,other,polyurethane clog,This is a block heel clog made of polyurethane with other coverage.,cold weather
2338,"[{'https://static.zara.net/photos///2023/I/1/1/p/1513/210/800/2/w/448/1513210800_1_1_1.jpg?ts=1691073267861': 'Image 0 of BUCKLED DENIM CLOGS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1513/210/800/2/w/448/1513210800_2_1_1.jpg?ts=1691073267549': 'Image 1 of BUCKLED DENIM CLOGS from Zara'}]",women,SHOES,buckle denim clog,flat denim clog metallic buckle sole height cm,Shoes,denim,clog denim,other,other,denim clog denim,This is a buckle denim clog made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2339,"[{'https://static.zara.net/photos///2023/V/1/1/p/1514/110/032/3/w/448/1514110032_1_1_1.jpg?ts=1679489575014': 'Image 0 of SPLIT SUEDE CLOGS WITH BUCKLE from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1514/110/032/3/w/448/1514110032_2_1_1.jpg?ts=1679489577521': 'Image 1 of SPLIT SUEDE CLOGS WITH BUCKLE from Zara'}]",women,SHOES,split suede clog buckle,flat split suede clogs metallic buckle round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,suede,clog,other,other,suede clog,This is a split suede clog buckle made of suede with other coverage.,cold weather
2340,"[{'https://static.zara.net/photos///2023/I/1/1/p/3354/210/400/2/w/448/3354210400_1_1_1.jpg?ts=1689753560117': 'Image 0 of DENIM SANDALS WITH POINTED TOE from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3354/210/400/2/w/448/3354210400_2_1_1.jpg?ts=1689753559525': 'Image 1 of DENIM SANDALS WITH POINTED TOE from Zara'}]",women,SHOES,denim sandal pointed toe,highheel sandal denim fabric wide strap stiletto heel point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim,denim sandal,other,other,denim denim sandal,This is a denim sandal pointed toe made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2341,"[{'https://static.zara.net/photos///2023/I/1/1/p/3503/210/800/2/w/448/3503210800_1_1_1.jpg?ts=1689686543925': 'Image 0 of LACE UP BALLET FLATS WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3503/210/800/2/w/448/3503210800_2_1_1.jpg?ts=1689686543916': 'Image 1 of LACE UP BALLET FLATS WITH BOW from Zara'}]",women,SHOES,lace ballet flat bow,ballet flat bow detail tie closure anklesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,bow,other,other,bow,This is a lace ballet flat bow made of other with other coverage.,mild weather
2342,"[{'https://static.zara.net/photos///2023/I/1/1/p/5426/210/001/32/w/448/5426210001_1_1_1.jpg?ts=1690384441430': 'Image 0 of LEATHER SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/5426/210/001/32/w/448/5426210001_2_1_1.jpg?ts=1690384441532': 'Image 1 of LEATHER SNEAKERS from Zara'}]",women,SHOES,leather sneaker,leather trainer contrast piece laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,leather polyurethane,trainer,other,other,leather polyurethane trainer,This is a leather sneaker made of leather polyurethane with other coverage. It is suitable for mild or cool weather.,mild weather
2343,"[{'https://static.zara.net/photos///2023/V/1/1/p/2288/110/111/2/w/448/2288110111_1_1_1.jpg?ts=1678289518924': 'Image 0 of LACE UP WEDGE HEEL SHOES from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/2288/110/111/2/w/448/2288110111_2_1_1.jpg?ts=1678289545514': 'Image 1 of LACE UP WEDGE HEEL SHOES from Zara'}]",women,SHOES,lace wedge heel shoe,espadrillesstyle slingback shoe crochet fabric high wedge heel fabric strap tie closure ankle heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,shoe,other,other,shoe,This is a lace wedge heel shoe made of other with other coverage.,warm weather
2344,"[{'https://static.zara.net/photos///2023/V/1/1/p/3200/210/131/2/w/448/3200210131_1_1_1.jpg?ts=1682421526581': 'Image 0 of BLOCK HEEL SPLIT SUEDE CLOGS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/3200/210/131/2/w/448/3200210131_2_1_1.jpg?ts=1682421526575': 'Image 1 of BLOCK HEEL SPLIT SUEDE CLOGS from Zara'}]",women,SHOES,block heel split suede clogs,mule clog split suede metallic stud detail wooden sole round toeheel height cm,Shoes,suede,clog mule,other,other,suede clog mule,This is a block heel split suede clogs made of suede with other coverage.,cold weather
2345,"[{'https://static.zara.net/photos///2023/I/1/1/p/1314/110/202/2/w/448/1314110202_1_1_1.jpg?ts=1685615024261': 'Image 0 of LACE UP LEATHER HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1314/110/202/2/w/448/1314110202_2_1_1.jpg?ts=1685615025687': 'Image 1 of LACE UP LEATHER HEEL SANDALS from Zara'}]",women,SHOES,lace leather heel sandal,leather highheel sandal twotone upper strap buckle ankle strap fasten square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a lace leather heel sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2346,"[{'https://static.zara.net/photos///2023/V/1/1/p/1342/110/800/2/w/448/1342110800_1_1_1.jpg?ts=1679042100331': 'Image 0 of STRAPPY LEATHER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1342/110/800/2/w/448/1342110800_2_1_1.jpg?ts=1679042102300': 'Image 1 of STRAPPY LEATHER SANDALS from Zara'}]",women,SHOES,strappy leather sandal,leather sandal block heel wide strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a strappy leather sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2347,"[{'https://static.zara.net/photos///2023/I/1/1/p/1217/110/097/2/w/448/1217110097_1_1_1.jpg?ts=1690536143108': 'Image 0 of HEELED SLINGBACK SHOES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1217/110/097/2/w/448/1217110097_2_1_1.jpg?ts=1690536143363': 'Image 1 of HEELED SLINGBACK SHOES from Zara'}]",women,SHOES,heel slingback shoe,slingback court shoe satin fabric highheel wide ankle strap buckle fasten rhinestones detail point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin,shoe,other,other,satin shoe,This is a heel slingback shoe made of satin with other coverage.,warm weather
2348,"[{'https://static.zara.net/photos///2023/I/1/1/p/3002/110/709/2/w/448/3002110709_1_1_1.jpg?ts=1691580503631': 'Image 0 of LEATHER FLAT KNEE-HIGH BOOTS WITH SQUARE TOE from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3002/110/709/2/w/448/3002110709_2_1_1.jpg?ts=1691580503668': 'Image 1 of LEATHER FLAT KNEE-HIGH BOOTS WITH SQUARE TOE from Zara'}]",women,SHOES,leather flat kneehigh boot square toe,leather flat kneehigh boot square toesole height cm,Shoes,leather,boot,other,other,leather boot,This is a leather flat kneehigh boot square toe made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2349,"[{'https://static.zara.net/photos///2023/V/1/1/p/1114/110/032/2/w/448/1114110032_1_1_1.jpg?ts=1673269002498': 'Image 0 of LEATHER COWBOY ANKLE BOOTS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1114/110/032/2/w/448/1114110032_2_1_1.jpg?ts=1673269002318': 'Image 1 of LEATHER COWBOY ANKLE BOOTS from Zara'}]",women,SHOES,leather cowboy ankle boot,leather cowboystyle ankle boot geometric heel point toe zip fasten sideheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,boot,other,other,leather boot,This is a leather cowboy ankle boot made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2350,"[{'https://static.zara.net/photos///2023/I/1/1/p/2620/210/107/3/w/448/2620210107_1_1_1.jpg?ts=1686727810166': 'Image 0 of FLAT SPLIT SUEDE SLIDER SANDALS WITH STUDS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2620/210/107/3/w/448/2620210107_2_1_1.jpg?ts=1686727808976': 'Image 1 of FLAT SPLIT SUEDE SLIDER SANDALS WITH STUDS from Zara'}]",women,SHOES,flat split suede slider sandal stud,split suede flat slider sandal stud detail wide adjustable buckle strap round toe sole height cm,Shoes,suede,sandal,other,other,suede sandal,This is a flat split suede slider sandal stud made of suede with other coverage.,warm weather
