product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_1_1_1.jpg?ts=1689605441849': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_2_1_1.jpg?ts=1689605443295': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]",men,TROUSERS,linen suit trouser,straight fit trouser linen pocket button jetted pocket zip fly button fastening,Bottom,linen,suit trouser,other,other,linen suit trouser,This is a linen suit trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/540/800/2/w/448/0706540800_1_1_1.jpg?ts=1688053933028': 'Image 0 of EASY CARE JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/540/800/2/w/448/0706540800_2_1_1.jpg?ts=1688053935141': 'Image 1 of EASY CARE JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,easy care jogger waist trouser,trouser feature adjustable elasticate waistband drawstring pocket rear welt pocket turnup hem,Bottom,other,trouser,other,other,trouser,This is a easy care jogger waist trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/352/712/2/w/448/0761352712_1_1_1.jpg?ts=1690965179879': 'Image 0 of BASIC JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/352/712/2/w/448/0761352712_2_1_1.jpg?ts=1690964998357': 'Image 1 of BASIC JOGGERS from Zara'}]",men,TROUSERS,basic jogger,trouser adjustable drawstre waistband pocket patch pocket cuff elastic hem,Bottom,other,trouser,other,other,trouser,This is a basic jogger,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/326/526/2/w/448/6861326526_1_1_1.jpg?ts=1691585940055': 'Image 0 of SEERSUCKER TROUSERS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/326/526/2/w/448/6861326526_2_1_1.jpg?ts=1691585940055': 'Image 1 of SEERSUCKER TROUSERS WITH PLEATS from Zara'}]",men,TROUSERS,seersucker trouser pleat,relaxedfit trouser feature pleat waist pocket rear welt pocket detail hide metal hook zip fly fasten,Bottom,other,trouser,other,other,trouser,This is a seersucker trouser pleat,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6416/320/250/2/w/448/6416320250_1_1_1.jpg?ts=1691508194232': 'Image 0 of SEERSUCKER CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6416/320/250/2/w/448/6416320250_2_1_1.jpg?ts=1691508194161': 'Image 1 of SEERSUCKER CARGO TROUSERS from Zara'}]",men,TROUSERS,seersucker cargo trouser,straight fit trouser elastic waistband pocket button jetted pocket patch pocket flap leg adjustable hem elastic gore,Bottom,other,trouser,other,other,trouser,This is a seersucker cargo trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/334/401/2/w/448/6861334401_1_1_1.jpg?ts=1691508195318': 'Image 0 of SEERSUCKER TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/334/401/2/w/448/6861334401_2_1_1.jpg?ts=1691508195001': 'Image 1 of SEERSUCKER TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,seersucker trouser contrast topstitching,relaxed fit trouser adjustable elastic waistband interior drawstring pocket rear patch pocket detail contrast topstitche garment,Bottom,other,trouser,other,other,trouser,This is a seersucker trouser contrast topstitching,cool weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4055/120/800/2/w/448/4055120800_1_1_1.jpg?ts=1678099887450': 'Image 0 of WIDE FIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4055/120/800/2/w/448/4055120800_2_4_1.jpg?ts=1678099887771': 'Image 1 of WIDE FIT TROUSERS from Zara'}]",men,TROUSERS,wide fit trouser,wide fit trouser feature elastic waistband pleat pocket rear welt pocket detail zip fly button fasten,Bottom,other,trouser,other,other,trouser,This is a wide fit trouser,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/310/712/32/w/448/6861310712_1_1_1.jpg?ts=1686846698808': 'Image 0 of WIDE FIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/310/712/2/w/448/6861310712_6_1_1.jpg?ts=1686553215179': 'Image 1 of WIDE FIT TROUSERS from Zara'}]",men,TROUSERS,wide fit trouser,wide fit trouser cotton blend adjustable elasticate waistband pleat pocket rear patch pocket pleated detail knee,Bottom,cotton,trouser,other,other,cotton trouser,This is a wide fit trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/310/505/2/w/448/5520310505_1_1_1.jpg?ts=1690381578673': 'Image 0 of RELAXED FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/310/505/2/w/448/5520310505_2_1_1.jpg?ts=1690381578782': 'Image 1 of RELAXED FIT CARGO TROUSERS from Zara'}]",men,TROUSERS,relaxed fit cargo trouser,fade relaxed fit trouser elasticate waistband adjustable drawstring rear pocket patch pocket flap leg,Bottom,other,trouser,other,other,trouser,This is a relaxed fit cargo trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6987/313/800/2/w/448/6987313800_1_1_1.jpg?ts=1690444374925': 'Image 0 of TROUSERS WITH UTILITY POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6987/313/800/2/w/448/6987313800_2_1_1.jpg?ts=1690444375288': 'Image 1 of TROUSERS WITH UTILITY POCKETS from Zara'}]",men,TROUSERS,trouser utility pocket,relaxed fit trouser pocket rear patch pocket multifunctional leg pocket adjustable elasticate hem zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a trouser utility pocket,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/311/520/2/w/448/2553311520_1_1_1.jpg?ts=1692359831344': 'Image 0 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/311/520/2/w/448/2553311520_2_1_1.jpg?ts=1692359831515': 'Image 1 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,cargo trouser contrast topstitche,relaxed fit trouser technical fabric elasticate waistband pocket patch pocket patch pocket flap leg contrast topstitche garment adjustable elasticate hem zip fly hide snapbutton fasten frontview,Bottom,other,trouser,other,other,trouser,This is a cargo trouser contrast topstitche,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6987/312/922/2/w/448/6987312922_1_1_1.jpg?ts=1691150973212': 'Image 0 of UTILITY CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6987/312/922/2/w/448/6987312922_2_1_1.jpg?ts=1691150973367': 'Image 1 of UTILITY CARGO TROUSERS from Zara'}]",men,TROUSERS,utility cargo trouser,relaxed fit trouser welt pocket rear pocket multifunctional leg pocket contrast topstitche detail garment zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a utility cargo trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5575/375/500/2/w/448/5575375500_1_1_1.jpg?ts=1688552338125': 'Image 0 of TROUSERS WITH UTILITY POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5575/375/500/2/w/448/5575375500_2_1_1.jpg?ts=1688552338491': 'Image 1 of TROUSERS WITH UTILITY POCKETS from Zara'}]",men,TROUSERS,trouser utility pocket,relaxed fit trouser pocket rear patch pocket multifunctional leg pocket adjustable hem tab zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a trouser utility pocket,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5805/623/706/12/w/448/5805623706_1_1_1.jpg?ts=1688716638591': 'Image 0 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5805/623/706/2/w/448/5805623706_2_1_1.jpg?ts=1688555084246': 'Image 1 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,comfort fit jogger waist trouser,regularfit trouser stretch fabric elasticate waistband adjustable drawstre pocket welt pocket detail,Bottom,other,trouser,other,other,trouser,This is a comfort fit jogger waist trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4164/300/700/2/w/448/4164300700_1_1_1.jpg?ts=1687331172152': 'Image 0 of CONTRAST PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4164/300/700/2/w/448/4164300700_2_1_1.jpg?ts=1687331172074': 'Image 1 of CONTRAST PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,contrast parachute trouser,fade trouser feature inner adjustable elasticate waistband pocket rear patch pocket flap patch pocket appliqué flap leg adjustable hem elastic side,Bottom,other,trouser,other,other,trouser,This is a contrast parachute trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/345/818/2/w/448/5862345818_1_1_1.jpg?ts=1691739360450': 'Image 0 of CARGO PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/345/818/2/w/448/5862345818_2_1_1.jpg?ts=1691739360431': 'Image 1 of CARGO PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,cargo parachute trouser,relaxed fit trouser texture ripstop fabric resistant tear elastic waistband pocket rear welt pocket detail patch pocket flap leg adjustable hem elastic side zip fly button fasteningview,Bottom,other,trouser,other,other,trouser,This is a cargo parachute trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/302/821/2/w/448/5862302821_1_1_1.jpg?ts=1691741037888': 'Image 0 of POPLIN PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/302/821/2/w/448/5862302821_2_1_1.jpg?ts=1691741038303': 'Image 1 of POPLIN PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,poplin parachute trouser,relaxed fit trouser cotton poplin adjustable elastic waistband pocket rear patch pocket patch pocket leg adjustable hem elastic side,Bottom,cotton poplin,trouser,other,other,cotton poplin trouser,This is a poplin parachute trouser made of cotton poplin. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/360/800/2/w/448/6917360800_1_1_1.jpg?ts=1687354907376': 'Image 0 of PARACHUTE CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/360/800/2/w/448/6917360800_2_1_1.jpg?ts=1687354907370': 'Image 1 of PARACHUTE CARGO TROUSERS from Zara'}]",men,TROUSERS,parachute cargo trouser,trouser feature adjustable elasticate waistband pocket rear welt pocket patch pocket appliqué flap leg pleated knee adjustable hem elastic side,Bottom,other,trouser,other,other,trouser,This is a parachute cargo trouser,cool weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/450/052/2/w/448/4432450052_1_1_1.jpg?ts=1674579479138': 'Image 0 of LINEN/COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/450/052/2/w/448/4432450052_2_1_1.jpg?ts=1674579480132': 'Image 1 of LINEN/COTTON TROUSERS from Zara'}]",men,TROUSERS,linencotton trouser,trouser cotton linen blend elasticate waistband adjustable drawstre pocket welt pocket,Bottom,cotton linen linencotton,trouser,other,other,cotton linen linencotton trouser,This is a linencotton trouser made of cotton linen linencotton. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/6861/485/805/12/w/448/6861485805_1_1_1.jpg?ts=1689074007462': 'Image 0 of COTTON-LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6861/485/805/12/w/448/6861485805_2_1_1.jpg?ts=1689074003833': 'Image 1 of COTTON-LINEN TROUSERS from Zara'}]",men,TROUSERS,cottonlinen trouser,regularfit trouser cotton linen blend fabric waistband pleat pocket rear pocket detail zip fly button fastening,Bottom,cotton cottonlinen linen,trouser,other,other,cotton cottonlinen linen trouser,This is a cottonlinen trouser made of cotton cottonlinen linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/361/401/2/w/448/0706361401_1_1_1.jpg?ts=1689681526888': 'Image 0 of TEXTURED SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/361/401/2/w/0/0706361401_2_1_1.jpg?ts=1689681527482': 'Image 1 of TEXTURED SUIT TROUSERS from Zara'}]",men,TROUSERS,texture suit trouser,straight fit trouser pocket rear jetted pocket button zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a texture suit trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5725/510/802/2/w/448/5725510802_1_1_1.jpg?ts=1689675754028': 'Image 0 of TEXTURED SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5725/510/802/2/w/448/5725510802_2_1_1.jpg?ts=1689675755280': 'Image 1 of TEXTURED SUIT TROUSERS from Zara'}]",men,TROUSERS,texture suit trouser,straight fit trouser feature pocket rear buttoned jetted pocket zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a texture suit trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4585/898/403/2/w/448/4585898403_1_1_1.jpg?ts=1689681528339': 'Image 0 of TEXTURED SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4585/898/403/2/w/448/4585898403_2_1_1.jpg?ts=1689681658581': 'Image 1 of TEXTURED SUIT TROUSERS from Zara'}]",men,TROUSERS,texture suit trouser,straight fit trouser feature pocket button welt pocket zip button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a texture suit trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5735/524/431/2/w/448/5735524431_1_1_1.jpg?ts=1689605447689': 'Image 0 of SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5735/524/431/2/w/448/5735524431_2_1_1.jpg?ts=1689605448187': 'Image 1 of SUIT TROUSERS from Zara'}]",men,TROUSERS,suit trouser,straightfit trouser pocket doublewelt pocket zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a suit trouser,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/5624/243/500/2/w/448/5624243500_1_1_1.jpg?ts=1690883303116': 'Image 0 of SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5624/243/500/2/w/448/5624243500_2_1_1.jpg?ts=1689334797591': 'Image 1 of SUIT TROUSERS from Zara'}]",men,TROUSERS,suit trouser,straight fit trouser pocket rear welt pocket zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a suit trouser,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6987/310/500/2/w/448/6987310500_1_1_1.jpg?ts=1690384000464': 'Image 0 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6987/310/500/2/w/0/6987310500_2_1_1.jpg?ts=1690384000324': 'Image 1 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,cargo trouser contrast topstitche,straight fit trouser feature pocket rear patch pocket patch pocket flap leg contrast topstitche garment zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a cargo trouser contrast topstitche,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/374/405/2/w/448/5520374405_1_1_1.jpg?ts=1689926679250': 'Image 0 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/374/405/2/w/448/5520374405_2_1_1.jpg?ts=1689926680008': 'Image 1 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,cargo trouser contrast topstitche,straightfit trouser pocket welt pocket detail patch pocket appliqué flap leg fade effect zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a cargo trouser contrast topstitche,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/320/505/2/w/448/6917320505_1_1_1.jpg?ts=1689760702006': 'Image 0 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/320/505/2/w/448/6917320505_2_1_1.jpg?ts=1689760704664': 'Image 1 of CARGO TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,cargo trouser contrast topstitche,relaxedfit trouser rip stop texture fabric resistant tear pocket patch pocket fade effect patch pocket flap leg contrast topstitche garment zip button fasteningview,Bottom,other,trouser,other,other,trouser,This is a cargo trouser contrast topstitche,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4026/227/800/2/w/448/4026227800_1_1_1.jpg?ts=1689681787247': 'Image 0 of TEXTURED SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4026/227/800/2/w/448/4026227800_2_1_1.jpg?ts=1689681787597': 'Image 1 of TEXTURED SUIT TROUSERS from Zara'}]",men,TROUSERS,texture suit trouser,slimfit trouser pocket welt pocket turnup hem zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a texture suit trouser,cool weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_1_1_1.jpg?ts=1683714392429': 'Image 0 of LINEN - VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_2_1_1.jpg?ts=1683714392024': 'Image 1 of LINEN - VISCOSE TROUSERS from Zara'}]",men,TROUSERS,linen viscose trouser,regularfit trouser viscose linen blend fabric adjustable elasticate waistband pocket pocket fade effect,Bottom,linen viscose,trouser,other,other,linen viscose trouser,This is a linen viscose trouser made of linen viscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/337/712/2/w/448/4087337712_1_1_1.jpg?ts=1691141197401': 'Image 0 of TEXTURED RELAXED FIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/337/712/2/w/448/4087337712_2_2_1.jpg?ts=1691141196726': 'Image 1 of TEXTURED RELAXED FIT TROUSERS from Zara'}]",men,TROUSERS,texture relaxed fit trouser,relaxed fit trouser adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,other,trouser,other,other,trouser,This is a texture relaxed fit trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/304/520/2/w/448/6861304520_1_1_1.jpg?ts=1688544256229': 'Image 0 of JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/304/520/2/w/448/6861304520_2_4_1.jpg?ts=1688544258081': 'Image 1 of JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,jogger waist trouser,relaxed fit trouser cotton fabric adjustable elasticate waistband drawstre pocket patch pocket detail,Bottom,cotton,trouser,other,other,cotton trouser,This is a jogger waist trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8281/428/727/2/w/448/8281428727_6_1_1.jpg?ts=1686565058742': 'Image 0 of PARACHUTE CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8281/428/727/2/w/448/8281428727_6_2_1.jpg?ts=1686565058622': 'Image 1 of PARACHUTE CARGO TROUSERS from Zara'}]",men,TROUSERS,parachute cargo trouser,trouser feature adjustable elasticate waistband matching belt pocket rear welt pocket patch pocket appliqué leg pleated knee adjustable hem elastic side,Bottom,other,belt trouser,other,other,belt trouser,This is a parachute cargo trouser,cool weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/7380/303/800/2/w/448/7380303800_1_1_1.jpg?ts=1679054156788': 'Image 0 of PLEATED SEERSUCKER TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/7380/303/800/2/w/448/7380303800_2_1_1.jpg?ts=1679054156481': 'Image 1 of PLEATED SEERSUCKER TROUSERS from Zara'}]",men,TROUSERS,pleated seersucker trouser,regularfit trouser elasticate adjustable waistband pleat pocket welt pocket,Bottom,other,trouser,other,other,trouser,This is a pleated seersucker trouser,cool weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/0/8574347250_1_1_1.jpg?ts=1675265762444': 'Image 0 of LINEN/COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/0/8574347250_2_1_1.jpg?ts=1675265761100': 'Image 1 of LINEN/COTTON TROUSERS from Zara'}]",men,TROUSERS,linencotton trouser,slimfit trouser elasticate waistband match adjustable drawstring welt pocket zip fly button fastening,Bottom,linencotton,trouser,other,other,linencotton trouser,This is a linencotton trouser made of linencotton. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5797/592/505/2/w/448/5797592505_1_1_1.jpg?ts=1688369859660': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5797/592/505/2/w/0/5797592505_2_4_1.jpg?ts=1688369862789': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,cotton linen trouser,trouser cotton linen blend adjustable elasticate waistband pleated detail pocket welt pocket zip fly button fastening,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/0/0706414730_1_1_1.jpg?ts=1688122586506': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/448/0706414730_2_1_1.jpg?ts=1688122586254': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,cotton linen trouser,regularfit trouser cotton linen blend fabric elasticate waistband adjustable drawstre pocket patch pocket zip fly snap button,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/532/500/2/w/448/0706532500_1_1_1.jpg?ts=1691586338897': 'Image 0 of JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/532/500/2/w/448/0706532500_2_1_1.jpg?ts=1691586339005': 'Image 1 of JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,jogger waist trouser,relaxedfit trouser cotton fabric adjustable elasticate waistband drawstre pocket patch pocket,Bottom,cotton,trouser,other,other,cotton trouser,This is a jogger waist trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/447/807/2/w/448/0706447807_1_1_1.jpg?ts=1689763220663': 'Image 0 of MODAL BLEND TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/447/807/2/w/448/0706447807_2_1_1.jpg?ts=1689763217731': 'Image 1 of MODAL BLEND TROUSERS from Zara'}]",men,TROUSERS,modal blend trouser,regularfit trouser modal blend fabric feature adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,modal,trouser,other,other,modal trouser,This is a modal blend trouser made of modal,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/365/706/2/w/448/4087365706_1_1_1.jpg?ts=1690810061998': 'Image 0 of JACQUARD TEXTURED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/365/706/2/w/448/4087365706_2_1_1.jpg?ts=1690810062119': 'Image 1 of JACQUARD TEXTURED TROUSERS from Zara'}]",men,TROUSERS,jacquard texture trouser,relaxed fit trouser adjustable elasticate waistband pocket rear pocket detail,Bottom,other,trouser,other,other,trouser,This is a jacquard texture trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5039/301/804/2/w/448/5039301804_1_1_1.jpg?ts=1687337706600': 'Image 0 of VERTICAL TEXTURED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5039/301/804/2/w/448/5039301804_2_1_1.jpg?ts=1687337707007': 'Image 1 of VERTICAL TEXTURED TROUSERS from Zara'}]",men,TROUSERS,vertical texture trouser,relaxed fit trouser adjustable elasticate drawstring waistband pocket rear patch pocket,Bottom,other,trouser,other,other,trouser,This is a vertical texture trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4432/460/518/2/w/448/4432460518_1_1_1.jpg?ts=1690381091228': 'Image 0 of LYOCELL JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4432/460/518/2/w/448/4432460518_2_1_1.jpg?ts=1690380556440': 'Image 1 of LYOCELL JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,lyocell jogger waist trouser,regular fit trouser lyocell feature adjustable elasticate drawstring waistband pocket rear buttoned welt pocket zip fly button fastening,Bottom,lyocell,trouser,other,other,lyocell trouser,This is a lyocell jogger waist trouser made of lyocell,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/326/707/2/w/448/3992326707_2_4_1.jpg?ts=1690538952111': 'Image 0 of WIDE FIT TEXTURED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/326/707/2/w/448/3992326707_1_1_1.jpg?ts=1690538952300': 'Image 1 of WIDE FIT TEXTURED TROUSERS from Zara'}]",men,TROUSERS,wide fit texture trouser,wide fit trouser feature elasticate waistband adjustable drawstre pocket patch pocket detail,Bottom,other,trouser,other,other,trouser,This is a wide fit texture trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/300/811/2/w/448/6917300811_1_1_1.jpg?ts=1688731458333': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/300/811/2/w/448/6917300811_2_1_1.jpg?ts=1688731458232': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,cotton linen trouser,regular fit trouser cotton linen blend fabric adjustable inner elasticate waistband pocket,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_1_1_1.jpg?ts=1678438145566': 'Image 0 of VISCOSE - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_2_1_1.jpg?ts=1678438158810': 'Image 1 of VISCOSE - LINEN TROUSERS from Zara'}]",men,TROUSERS,viscose linen trouser,trouser viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket detail,Bottom,linen viscose,trouser,other,other,linen viscose trouser,This is a viscose linen trouser made of linen viscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/1/p/7147/403/251/2/w/448/7147403251_1_1_1.jpg?ts=1678295617859': 'Image 0 of LINEN-EFFECT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/7147/403/251/2/w/448/7147403251_2_1_1.jpg?ts=1678295619781': 'Image 1 of LINEN-EFFECT TROUSERS from Zara'}]",men,TROUSERS,lineneffect trouser,relaxedfit trouser elasticate waistband adjustable drawstre pocket welt pocket,Bottom,other,trouser,other,other,trouser,This is a lineneffect trouser. It is suitable for warm or hot weather.,warm weather
