product_id,gender,product_category,product_name,details,category_type,combined_features,text,weather_label
2350,women,SHOES,flat split suede slider sandal stud,split suede flat slider sandal stud detail wide adjustable buckle strap round toe sole height cm,Shoes,suede sandal,suede sandal flat split suede slider sandal stud,15-20°C mild weather
2351,women,SHOES,laminate heeled sandal,heel sandal thin strap square toe buckle ankle strap fasteningheel height cm,Shoes,sandal,sandal laminate heeled sandal,15-20°C mild weather
2352,women,SHOES,denim trainers,trainer denim fabric rubberise sole raise detail laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,denim polyurethane rubberise denim trainer,denim polyurethane rubberise denim trainer denim trainers,15-20°C mild weather
2353,women,SHOES,denim flat slider sandal buckle,flat slider sandal metalliceffect denim fabric adjustable wide strap buckle round toe sole height cm,Shoes,denim denim sandal,denim denim sandal denim flat slider sandal buckle,15-20°C mild weather
2354,women,SHOES,fabric flat slider sandal rhinestone,flat slider sandal fabric rhinestone fray edge strap buckle hookandloop strap round toe sole height cm view,Shoes,sandal,sandal fabric flat slider sandal rhinestone,15-20°C mild weather
2355,women,SHOES,rope sandal crisscross strap,sandal woven rope detail crisscross strap round toesole height cm,Shoes,sandal,sandal rope sandal crisscross strap,15-20°C mild weather
2356,women,SHOES,halfleg cowboy boot metal toecap,cowboy boots metal toecap detail topstitche detail upper pull tabsheel height cm,Shoes,boot,boot halfleg cowboy boot metal toecap,10-15°C cool weather
2357,women,SHOES,track sole leather flat slider sandal,leather flat slider sandal wide strap buckle detail round toe sole height cm,Shoes,leather sandal,leather sandal track sole leather flat slider sandal,15-20°C mild weather
2358,women,SHOES,split suede flat slider sandal buckle,split suede flat slider sandal buckles strap round toe sole height cm,Shoes,suede sandal,suede sandal split suede flat slider sandal buckle,15-20°C mild weather
2359,women,SHOES,leather sandal seashell heel,leather sandal thin strap seashell heel square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal leather sandal seashell heel,10-15°C cool weather
2360,women,SHOES,slingback shoe strap,highheel slingback court shoe strap instep square vamp buckle ankle strap fastening point toe heel height cm,Shoes,shoe,shoe slingback shoe strap,10-15°C cool weather
2361,women,SHOES,technical running trainer,runningstyle trainers adjustable elastic drawstring detachable inner insole allow water highimpact lightweight nonslip absorbent sol drain system let water outsole height cm view,Shoes,trainer absorbent lightweight water,trainer absorbent lightweight water technical running trainer,rain
2362,women,SHOES,heeled leather sandal,leather sandal block heel buckle ankle strap fasten square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal heeled leather sandal,15-20°C mild weather
2580,women,SHOES,fabric highheel sandal,fabric highheel sandal wide strap thin strap instep square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal fabric highheel sandal,10-15°C cool weather
2586,women,SHOES,highheel cage sandal,midheel cage sandal thin strap buckle ankle strap fastening point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel cage sandal,10-15°C cool weather
2615,women,SHOES,crisscross buckle slider sandal,leather flat slider sandal crisscross strap buckle detail round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal crisscross buckle slider sandal,15-20°C mild weather
2640,women,SHOES,denim highheel sandal rhinestone,denim highheel sandal thin strap rhinestone detail square toe heel height cm,Shoes,denim denim sandal,denim denim sandal denim highheel sandal rhinestone,15-20°C mild weather
2644,women,SHOES,satin sandal crisscross strap,heel sandal satin effect crisscross strap square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin sandal,satin sandal satin sandal crisscross strap,15-20°C mild weather
2656,women,SHOES,heeled leather sandal,leather sandal block heel buckle ankle strap fasten square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal heeled leather sandal,15-20°C mild weather
2657,women,SHOES,laminate heeled sandal,heel sandal thin strap square toe buckle ankle strap fasteningheel height cm,Shoes,sandal,sandal laminate heeled sandal,15-20°C mild weather
3747,men,SHOES,denim sneaker,sneaker combination material piece colour upper seveneyelet face contrast chunky sole,Shoes,denim denim,denim denim denim sneaker,10-15°C cool weather
3748,men,SHOES,chunky trainer,monochrome trainer seveneyelet face lace semihidden piece instep chunky sole irregular design,Shoes,trainer,trainer chunky trainer,10-15°C cool weather
3749,men,SHOES,chunky trainer,sneaker plain upper seveneyelet face chunky sole irregular design,Shoes,trainer,trainer chunky trainer,10-15°C cool weather
3750,men,SHOES,multipiece trainer,trainers combination material piece colour upper sixeyelet face irregular chunky sole,Shoes,trainer,trainer multipiece trainer,10-15°C cool weather
3751,men,SHOES,leather monk shoe,leather monk shoe metal buckle leather insole semipointe toe classic design matching sole,Shoes,leather shoe,leather shoe leather monk shoe,10-15°C cool weather
3752,men,SHOES,smart leather shoe,oxford shoe plain upper topstitche detail vamp toecap fiveeyelet face classic style round toe,Shoes,leather oxford shoe,leather oxford shoe smart leather shoe,15-20°C mild weather
3753,men,SHOES,leather square toe ankle boot,leather chelsea boot elastic gore slip ease square toe pull tab slip ease thin sole,Shoes,leather boot,leather boot leather square toe ankle boot,15-20°C mild weather
3754,men,SHOES,chelsea boot,monochrome chelsea boot elastic gore pull tab slip ease rounded toe welt match topstitche slightly chunky sole,Shoes,boot,boot chelsea boot,10-15°C cool weather
3755,men,SHOES,chelsea boot pointed toe,monochrome chelsea boot elastic gore pull tab slip ease point toe welt match topstitche slightly chunky sole,Shoes,boot,boot chelsea boot pointed toe,10-15°C cool weather
3756,men,SHOES,chelsea boot,monochrome ankle boot match gore pull tab slip ease point toe classic style,Shoes,boot,boot chelsea boot,10-15°C cool weather
3757,men,SHOES,chelsea boot,chelsea boot match elastic gore side round toe pull tab slip ease thin sole,Shoes,boot,boot chelsea boot,10-15°C cool weather
3758,men,SHOES,laceup ankle boot,laceup boot seveneyelet face metal piece contrastcoloure rubberise detail upper pull tab slip ease round toe slightly chunky track sole,Shoes,rubberise boot,rubberise boot laceup ankle boot,15-20°C mild weather
3759,men,SHOES,chunky track sole shoe,derby shoe foureyelet face round toe chunky track sole irregular design,Shoes,shoe,shoe chunky track sole shoe,10-15°C cool weather
3760,men,SHOES,track sole penny loafer,plain loafer decorative penny strap instep black chunky track sole welt,Shoes,loafer,loafer track sole penny loafer,10-15°C cool weather
3761,men,SHOES,rope trainer,trainers sixeyelet face ropestyle lace contrast piece heel irregular chunky sole,Shoes,trainer,trainer rope trainer,10-15°C cool weather
3762,men,SHOES,minimalist retro trainer,trainers monochrome upper combination piece seveneyelet face uneven chunky sole retroinspire design,Shoes,trainer,trainer minimalist retro trainer,10-15°C cool weather
3763,men,SHOES,sneaker piece,monochrome sneaker contrast rubberise piece upper seveneyelet face chunky sole,Shoes,rubberise,rubberise sneaker piece,10-15°C cool weather
3764,men,SHOES,trainer topstitching,trainer combination piece sixeyelet face chunky sole irregular design,Shoes,trainer,trainer trainer topstitching,10-15°C cool weather
3765,men,SHOES,run trainer chunky sol,run trainer combination piece material upper fiveeyelet face pull tab slip ease chunky sole irregular design combination texture,Shoes,trainer,trainer run trainer chunky sol,10-15°C cool weather
3766,men,SHOES,split suede leather ankle boot,leather chelsea boot split suede finish matching elastic gore side slip ease rounded toe contrast topstitche detail welt contrast rubberise sol,Shoes,leather rubberise suede boot,leather rubberise suede boot split suede leather ankle boot,15-20°C mild weather
3767,men,SHOES,monk shoe,monk shoe metal buckle fasten semipointe toe classic style matching sole,Shoes,shoe,shoe monk shoe,10-15°C cool weather
3768,men,SHOES,weave formal shoe,oxford shoe raise detail upper fiveeyelet face classic style,Shoes,oxford shoe,oxford shoe weave formal shoe,10-15°C cool weather
3769,men,SHOES,smart shoe,classic derby shoe fiveeyelet face semiround toe,Shoes,shoe,shoe smart shoe,10-15°C cool weather
3770,men,SHOES,formal shoe,derby shoe plain upper matching topstitche detail fiveeyelet face classic style,Shoes,shoe,shoe formal shoe,10-15°C cool weather
3771,men,SHOES,split suede leather shoe moc toe,shoe moc toe matching seam leather split suede finish laceup fastening eyelet decorative welt detail entire shoe chunky sole irregular design,Shoes,leather suede shoe,leather suede shoe split suede leather shoe moc toe,15-20°C mild weather
3772,men,SHOES,split suede leather loafer,loafer leather split suede finish decorative penny strap instep welt detail upper chunky sole matching colour,Shoes,leather suede loafer,leather suede loafer split suede leather loafer,15-20°C mild weather
3773,men,SHOES,leather loafer,leather loafer leather glossy finish decorative penny strap instep round toe,Shoes,leather loafer,leather loafer leather loafer,15-20°C mild weather
3774,men,SHOES,leather tassel loafer,leather loafer feature decorative penny strap fringed tassel instep contrast sole,Shoes,leather loafer,leather loafer leather tassel loafer,15-20°C mild weather
3775,men,SHOES,leather loafer fringed penny strap,leather loafer plain upper decorative penny strap fringe instep match sole,Shoes,leather loafer,leather loafer leather loafer fringed penny strap,15-20°C mild weather
3776,men,SHOES,knit fabric running trainer,run trainer lace knit fabric combination piece colour upper chunky multipiece sole irregular design,Shoes,knit trainer knit,knit trainer knit knit fabric running trainer,15-20°C mild weather
3777,men,SHOES,knit fabric hightop trainer,hightop trainer knit fabric wraparound upper single piece sockstyle design lace chunky sole contrast irregular design,Shoes,knit trainer knit,knit trainer knit knit fabric hightop trainer,15-20°C mild weather
3778,men,SHOES,run sneaker chunky sol,sneaker combination piece texture upper seveneyelet face chunky sole raise detail irregular design retroinspire design,Shoes,, run sneaker chunky sol,10-15°C cool weather
3779,men,SHOES,run sneaker chunky sol,run sneaker combination piece material upper sixeyelet face chunky sole irregular design hollow detail centre sole combination texture,Shoes,, run sneaker chunky sol,10-15°C cool weather
3780,men,SHOES,chunky leather boot,leather monochrome chelsea boot elastic gore pull tab slip ease round toe matching topstitche welt chunky track sole,Shoes,leather boot,leather boot chunky leather boot,15-20°C mild weather
3781,men,SHOES,leather kneehigh boot,leather kneehigh boots eyelet face inner zip slip ease round toe chunky track sole,Shoes,leather boot,leather boot leather kneehigh boot,10-15°C cool weather
3782,men,SHOES,leather chelsea boot,leather chelsea boot elastic gore pull tab slip ease round toe chunky track sole,Shoes,leather boot,leather boot leather chelsea boot,10-15°C cool weather
3783,men,SHOES,doublestrap sandal,sandal wide buckle strap instep chunky sole,Shoes,sandal,sandal doublestrap sandal,10-15°C cool weather
3784,men,SHOES,doublestrap sandal,slide sandal wide strap instep buckle detail insole anatomical shoe match chunky sole,Shoes,sandal shoe,sandal shoe doublestrap sandal,10-15°C cool weather
3785,men,SHOES,sporty split suede loafer,leather loafer plain upper welt upper contrastcoloure chunky sole,Shoes,leather suede loafer,leather suede loafer sporty split suede loafer,15-20°C mild weather
3786,men,SHOES,chunky trainer,trainer contrast material colour upper seveneyelet face contrast colour piece chunky sole irregular design,Shoes,trainer,trainer chunky trainer,10-15°C cool weather
3787,men,SHOES,chunky hightop sneaker,hightop sneaker nineeyelet face metal detail feature contrastcoloured piece slightly chunky rubber sole irregular design toecap,Shoes,, chunky hightop sneaker,10-15°C cool weather
3788,men,SHOES,multipiece hightop sneaker,hightop sneaker contrast piece upper nineeyelet face chunky rubber sole retro design,Shoes,, multipiece hightop sneaker,10-15°C cool weather
3789,men,SHOES,laceup hightop trainer,hightop trainer combination colour upper seveneyelet face chunky rubber sole,Shoes,trainer,trainer laceup hightop trainer,10-15°C cool weather
3790,men,SHOES,leather penny strap loafer,leather loafer plain upper decorative penny strap detail instep round toe matching sole,Shoes,leather loafer,leather loafer leather penny strap loafer,15-20°C mild weather
3791,men,SHOES,leather penny strap loafer,leather loafer welt detail upper decorative penny strap instep match sole,Shoes,leather loafer,leather loafer leather penny strap loafer,15-20°C mild weather
3792,men,SHOES,leather penny strap loafer,leather loafer plain upper decorative penny strap instep welt detail contrastcoloured topstitching round toe contrast sole,Shoes,leather loafer,leather loafer leather penny strap loafer,15-20°C mild weather
3793,men,SHOES,basic loafer penny strap,loafer plain upper decorative penny strap detail instep match sole,Shoes,loafer,loafer basic loafer penny strap,15-20°C mild weather
3794,men,SHOES,contrast trainer,trainers combination piece colour upper seveneyelet face contrastcoloure slightly chunky rubber sole,Shoes,trainer,trainer contrast trainer,10-15°C cool weather
3795,men,SHOES,sneaker contrast piece,casual sneaker combination piece colour upper seveneyelet face match slightly chunky rubber sole,Shoes,, sneaker contrast piece,10-15°C cool weather
3796,men,SHOES,chelsea boot chunky track sol,chelsea boot elastic gore pull tab slip ease round toe matching topstitche welt chunky track sole,Shoes,boot,boot chelsea boot chunky track sol,10-15°C cool weather
3797,men,SHOES,chunky sole ankle boot,chelsea boot elastic gore slip ease round toe chunky contrastcoloure track sole,Shoes,boot,boot chunky sole ankle boot,10-15°C cool weather
3798,men,SHOES,chunky laceup boot,laceup boot eighteyelet face pull tab slip ease round toe double welt detail upper matching chunky track sole,Shoes,boot,boot chunky laceup boot,10-15°C cool weather
3799,men,SHOES,denim sandal,denim print sandal wide strap instep double chunky track sole,Shoes,denim denim sandal,denim denim sandal denim sandal,15-20°C mild weather
3800,men,SHOES,knit fabric run sneaker,run sneaker knit fabric laceup fasten seveneyelet face combination piece material upper chunky multipiece sole irregular design,Shoes,knit knit,knit knit knit fabric run sneaker,10-15°C cool weather
3801,men,SHOES,contrast retro run sneaker,run sneaker combination piece material upper sixeyelet face chunky sole irregular design combination texture retroinspire design,Shoes,, contrast retro run sneaker,10-15°C cool weather
3802,men,SHOES,contrast run sneaker,run sneaker combination material piece upper seveneyelet face chunky sole contrast texture irregular design,Shoes,, contrast run sneaker,10-15°C cool weather
3803,men,SHOES,contrast run sneaker,run sneaker combination piece material upper sixeyelet face pull tab slip ease chunky sole irregular design combination texture,Shoes,, contrast run sneaker,10-15°C cool weather
3804,men,SHOES,animal print leather boot,leather boot animal print upper square heel zip slip ease semiround toe,Shoes,leather boot,leather boot animal print leather boot,10-15°C cool weather
3805,men,SHOES,leather cowboy boot,monochrome cowboy boot leather pull tab slip ease point toe block heel,Shoes,leather boot,leather boot leather cowboy boot,10-15°C cool weather
3806,men,SHOES,vibram run sneaker,run sneaker combination material piece upper sixeyelet face vibram sole great grip traction vibram sole,Shoes,, vibram run sneaker,10-15°C cool weather
3807,men,SHOES,chunky slider texture,slider pool sandal chunky rubber sol wide texture strap instep match sole,Shoes,sandal,sandal chunky slider texture,10-15°C cool weather
3808,men,SHOES,texture slider,monochrome slider sandal chunky rubber sole wide strap instep texture detail instep heel,Shoes,sandal,sandal texture slider,rain
3809,men,SHOES,formal shoe,classic derby shoe fiveeyelet face round toe,Shoes,shoe,shoe formal shoe,10-15°C cool weather
3810,men,SHOES,smart shoe broguing,oxford shoe brogue fiveeyelet face classic style rounded toe,Shoes,oxford shoe,oxford shoe smart shoe broguing,10-15°C cool weather
3811,men,SHOES,basic tassel loafer,loafer decorative penny strap tassel fringe instep matching sole,Shoes,loafer,loafer basic tassel loafer,15-20°C mild weather
3812,men,SHOES,split suede leather sandal,leather sandal split suede finish feature wide strap instep buckle detail chunky sole,Shoes,leather suede sandal,leather suede sandal split suede leather sandal,15-20°C mild weather
3813,men,SHOES,split suede leather sandal strap,leather sandal split suede finish feature wide strap instep chunky sole,Shoes,leather suede sandal,leather suede sandal split suede leather sandal strap,15-20°C mild weather
3814,men,SHOES,split suede leather sandal,leather sandal split suede finish wide strap instep hookandloop fasten slightly chunky sole,Shoes,leather suede sandal,leather suede sandal split suede leather sandal,15-20°C mild weather
3815,men,SHOES,monochrome sneaker,monochrome sneaker hookandloop strap fasten lightweight chunky sole,Shoes,lightweight,lightweight monochrome sneaker,10-15°C cool weather
3816,men,SHOES,minimalist laceup trainer topstitching,trainer plain upper seveneyelet face topstitching detail reinforce piece instep slightly chunky sole,Shoes,trainer,trainer minimalist laceup trainer topstitching,15-20°C mild weather
3817,men,SHOES,chunky laceup boot,boot adjustable strap buckle leg inner zip seveneyelet face round toe contrast chunky track sole,Shoes,boot,boot chunky laceup boot,10-15°C cool weather
3818,men,SHOES,colour track shoe,derby shoe plain upper foureyelet face round toe double trim upper chunky track sole contrast colour,Shoes,shoe,shoe colour track shoe,10-15°C cool weather
3819,men,SHOES,moc toe chunky shoe,shoe moc toe detail matching seam twoeyelet face decorative welt detail entire shoe colour chunky track sole,Shoes,shoe,shoe moc toe chunky shoe,10-15°C cool weather
3820,men,SHOES,contrast penny strap loafer,loafer contrast colour upper decorative penny strap instep welt detail upper chunky track sole,Shoes,loafer,loafer contrast penny strap loafer,10-15°C cool weather
3821,men,SHOES,knit espadrille,espadrille knit fabric juteline sole,Shoes,juteline knit espadrille knit,juteline knit espadrille knit knit espadrille,15-20°C mild weather
3822,men,SHOES,contrast espadrille,espadrille cotton fabric juteline sole,Shoes,cotton juteline espadrille,cotton juteline espadrille contrast espadrille,15-20°C mild weather
3823,men,SHOES,open leather shoe,leather shoe plain upper round toe buckle fastening instep,Shoes,leather shoe,leather shoe open leather shoe,15-20°C mild weather
3824,men,SHOES,leather mule moccasin,babouche leather square toe wear mule heel,Shoes,leather mule,leather mule leather mule moccasin,10-15°C cool weather
3825,men,SHOES,leather square loafer limited edition,leather loafer plain upper decorative penny strap instep square toe matching slightly chunky sole,Shoes,leather loafer,leather loafer leather square loafer limited edition,15-20°C mild weather
3826,men,SHOES,texture trainer,trainers combination piece upper sixeyelet face chunky raise sole irregular design,Shoes,trainer,trainer texture trainer,10-15°C cool weather
3827,men,SHOES,texture hightop sneaker,hightop sneaker texture upper eighteyelet face pull tab slip ease trim upper matching chunky sole,Shoes,, texture hightop sneaker,10-15°C cool weather
3828,men,SHOES,monochrome trainer,monochrome trainer seveneyelet face chunky sole,Shoes,trainer,trainer monochrome trainer,10-15°C cool weather
3829,men,SHOES,contrast run sneaker,run sneaker combination material upper sixeyelet face chunky sole contrast colour retroinspire design,Shoes,, contrast run sneaker,10-15°C cool weather
3830,men,SHOES,contrast retro run sneaker,run trainer combination material colour upper sixeyelet face chunky sole contrast colour retroinspire design,Shoes,trainer,trainer contrast retro run sneaker,10-15°C cool weather
3831,men,SHOES,contrast run trainer,run trainer combination material colour upper seveneyelet face chunky sole contrast colour retroinspire design,Shoes,trainer,trainer contrast run trainer,10-15°C cool weather
3832,men,SHOES,contrast run sneaker,run sneaker combination material upper sixeyelet face chunky track sole contrast colour retroinspire design,Shoes,, contrast run sneaker,10-15°C cool weather
3833,men,SHOES,soft leather loafer,leather loafer welt detail upper decorative tassel instep contrastcoloure sole,Shoes,leather loafer,leather loafer soft leather loafer,15-20°C mild weather
3834,men,SHOES,split suede loafer tassel,loafer split suede leather welt detail upper tassel instep contrast sole,Shoes,leather suede loafer,leather suede loafer split suede loafer tassel,15-20°C mild weather
3835,men,SHOES,multicoloure technical sandal,sandal multicoloure strap hookandloop fastening ankle piece well fit lightweight sole,Shoes,sandal lightweight,sandal lightweight multicoloure technical sandal,10-15°C cool weather
3836,men,SHOES,chunky technical slide sandal,technical slide sandal wide strap hookandloop strap chunky track sole,Shoes,sandal,sandal chunky technical slide sandal,10-15°C cool weather
3837,men,SHOES,chunky technical slide sandal,technical slide sandal wide strap hookandloop fastening contrastcoloure strap chunky track sole,Shoes,sandal,sandal chunky technical slide sandal,10-15°C cool weather
3838,men,SHOES,chunky shoe topstitching,laceup shoe plain upper foureyelet face moc toe detail contrastcoloure topstitche upper round toe double welt upper chunky track sole,Shoes,shoe,shoe chunky shoe topstitching,15-20°C mild weather
3839,men,SHOES,chunky track sole shoe,derby shoe plain upper foureyelet face round toe matching chunky track sole,Shoes,shoe,shoe chunky track sole shoe,10-15°C cool weather
3840,men,SHOES,track sole loafer,loafer plain upper decorative penny strap metal appliqué instep match chunky track sole welt,Shoes,loafer,loafer track sole loafer,10-15°C cool weather
3841,men,SHOES,moc toe shoe,shoe feature moc toe detail matching seam laceup fasten decorative welt detail entire shoe chunky track sole irregular design welt,Shoes,shoe,shoe moc toe shoe,10-15°C cool weather
3842,men,SHOES,sporty leather loafer,loafer leather split suede finish plain upper moc toe detail round toe contrastcoloure sole,Shoes,leather suede loafer,leather suede loafer sporty leather loafer,15-20°C mild weather
3843,men,SHOES,canvas deck shoe,sporty deck shoe contrast piece detail edge twoeyelet face contrast chunky sole,Shoes,shoe,shoe canvas deck shoe,10-15°C cool weather
3844,men,SHOES,braid sandal,monochrome slide sandal chunky rubber sole wide braid strap instep round toe,Shoes,sandal,sandal braid sandal,15-20°C mild weather
3845,men,SHOES,crossover sandal,slide sandal wide crisscross strap instep match sole slight volume,Shoes,sandal,sandal crossover sandal,15-20°C mild weather
3846,men,SHOES,crisscross sandal,slider sandal wide crisscross strap instep match sole,Shoes,sandal,sandal crisscross sandal,15-20°C mild weather
3847,men,SHOES,leather penny strap loafer,leather loafer plain upper decorative penny strap detail instep round toe contrast sole,Shoes,leather loafer,leather loafer leather penny strap loafer,15-20°C mild weather
3848,men,SHOES,basic tassel loafer,loafer feature decorative penny strap tassel fringe instep matching sole,Shoes,loafer,loafer basic tassel loafer,15-20°C mild weather
3849,men,SHOES,leather shoe,laceup derby shoe leather rounded toe fiveeyelet face classic style,Shoes,leather shoe,leather shoe leather shoe,10-15°C cool weather
3850,men,SHOES,track sole derby shoe,laceup derby shoe round toe foureyelet face slightly chunky track sole,Shoes,shoe,shoe track sole derby shoe,15-20°C mild weather
3851,men,SHOES,multipiece sneaker,laceup trainer combination piece colour upper sixeyelet face contrastcoloure topstitching detail slightly chunky sole,Shoes,trainer,trainer multipiece sneaker,10-15°C cool weather
3852,men,SHOES,multipiece sneaker,trainer combination material piece colour upper eighteyelet face chunky sole combination colour irregular design,Shoes,trainer,trainer multipiece sneaker,10-15°C cool weather
3853,men,SHOES,multipiece sneaker,trainers combination material piece colour upper sixeyelet face slightly chunky sole retro design,Shoes,, multipiece sneaker,10-15°C cool weather
3854,men,SHOES,multipiece sneaker,trainer contrast material colour upper fiveeyelet face chunky sole contrast colour irregular design,Shoes,trainer,trainer multipiece sneaker,10-15°C cool weather
3855,men,SHOES,minimalist laceup trainer,trainers seveneyelet face white sole,Shoes,trainer,trainer minimalist laceup trainer,10-15°C cool weather
3856,men,SHOES,chunky sandal,slide sandal plain upper matching chunky sole,Shoes,sandal,sandal chunky sandal,10-15°C cool weather
3857,men,SHOES,split suede leather sandal,leather sandal split suede finish feature wide strap instep hookandloop fastening chunky sole,Shoes,leather suede sandal,leather suede sandal split suede leather sandal,15-20°C mild weather
3858,men,SHOES,athleticz run trainer,run trainer spume foam technology guarantee lightness comfort contrast colour material upper sixeyelet face slightly chunky soleathleticz collectionview,Shoes,trainer lightness,trainer lightness athleticz run trainer,10-15°C cool weather
3859,men,SHOES,athleticz run trainer,run trainer design run thank spume foam technology guarantee lightness comfort multicoloure upper breathable technical fabric rubberise detail seveneyelet face chunky sole combination coloursathleticz collectionview,Shoes,rubberise trainer breathable lightness,rubberise trainer breathable lightness athleticz run trainer,15-20°C mild weather
3860,men,SHOES,chunky leather shoe toecap detail,leather derby shoe plain upper foureyelet face round toe matching chunky sole,Shoes,leather shoe,leather shoe chunky leather shoe toecap detail,15-20°C mild weather
3861,men,SHOES,chunky leather shoe,leather derby shoe plain upper fiveeyelet face round toe chunky sole,Shoes,leather shoe,leather shoe chunky leather shoe,15-20°C mild weather
3862,men,SHOES,minimalist laceup trainer,trainer plain upper seveneyelet face slightly chunky uniform sole,Shoes,trainer,trainer minimalist laceup trainer,10-15°C cool weather
3863,men,SHOES,leather loafer tassel,leather loafer bow detail instep continuation drawstring contrast sole,Shoes,leather bow loafer,leather bow loafer leather loafer tassel,15-20°C mild weather
3864,men,SHOES,leather vibram slingback loafer,slingback loafer leather round toe strap improved comfort use chunky vibram sole great grip traction,Shoes,leather loafer,leather loafer leather vibram slingback loafer,15-20°C mild weather
3865,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort contrast colour material upper sixeyelet face adjust technical piece chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
3866,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort combination colour material upper eighteyelet face adjust technical piece slightly chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
3867,men,SHOES,cross training sneaker,sneaker design training improved shock absorption stabilise heel hold entire foot reinforce toecap special fabric highly resistant friction thank form thread help breathability replaceable insole athleticz collectionview,Shoes,absorption breathability,absorption breathability cross training sneaker,15-20°C mild weather
3868,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort contrast colour material upper sixeyelet face slightly chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
3869,men,SHOES,monochrome slide,monochrome slider sandal wide strap instep match chunky soleathleticz collection,Shoes,sandal,sandal monochrome slide,10-15°C cool weather
3870,men,SHOES,chunky trainer,trainers contrast material upper seveneyelet facing contrastcoloure piece heel chunky sole contrast colour retroinspire design,Shoes,trainer,trainer chunky trainer,10-15°C cool weather
3871,men,SHOES,retro sneaker,trainers combination piece upper seveneyelet face sole combination colour irregular design retroinspire design,Shoes,, retro sneaker,10-15°C cool weather
3872,men,SHOES,contrast trainer,sneaker combination piece material upper fiveeyelet face raise chunky sole irregular design,Shoes,trainer,trainer contrast trainer,10-15°C cool weather
3873,men,SHOES,leather trainer,leather sneaker combination colour piece upper sixeyelet face sole contrast colour irregular design,Shoes,leather trainer,leather trainer leather trainer,10-15°C cool weather
3874,men,SHOES,chunky leather trainer,monochrome leather sneaker fiveeyelet face chunky sole,Shoes,leather trainer,leather trainer chunky leather trainer,10-15°C cool weather
3875,men,SHOES,leather trainer,leather trainer seveneyelet face combination piece upper round toe chunky sole uneven design,Shoes,leather trainer,leather trainer leather trainer,10-15°C cool weather
3876,men,SHOES,strappy sandal,slide sandal strap instep match slightly chunky sole,Shoes,sandal,sandal strappy sandal,15-20°C mild weather
3877,men,SHOES,strappy sandal,flat slider sandal fasten instep interwoven strap strap toe divid matching sole,Shoes,sandal,sandal strappy sandal,15-20°C mild weather
3878,men,SHOES,strappy sandal buckle fastening,monochrome strappy sandal fasten instep interwoven strap toe strap strap ankle buckle fastening match slightly chunky sole,Shoes,sandal,sandal strappy sandal buckle fastening,15-20°C mild weather
3879,men,SHOES,strappy leather sandal,flat slider sandal strap instep horizontal round toe matching slightly chunky sole,Shoes,leather sandal,leather sandal strappy leather sandal,15-20°C mild weather
3880,men,SHOES,split suede leather loafer,leather loafer split suede finish bow detail instep match sole,Shoes,leather suede bow loafer,leather suede bow loafer split suede leather loafer,15-20°C mild weather
3881,men,SHOES,multipiece sneaker,sneaker combination material piece colour upper sixeyelet face chunky sole combination colour uneven design retroinspire design,Shoes,, multipiece sneaker,10-15°C cool weather
3882,men,SHOES,chunky print sport trainer,trainer combination colour upper seveneyelet face contrast colour piece chunky sole irregular design,Shoes,trainer,trainer chunky print sport trainer,10-15°C cool weather
3883,men,SHOES,leather hiking shoe,leather hiking shoe subtle shiny finish fiveeyelet face round toe slightly chunky track sole,Shoes,leather shoe,leather shoe leather hiking shoe,10-15°C cool weather
3884,men,SHOES,animal print loafer,loafer animal print upper decorative penny strap instep chunky track sole irregular design,Shoes,loafer,loafer animal print loafer,15-20°C mild weather
3885,men,SHOES,leather shoe trim,leather derby shoe foureyelet face decorative trim detail toecap rounded toe chunky sole irregular design welt track sole,Shoes,leather shoe,leather shoe leather shoe trim,15-20°C mild weather
3886,men,SHOES,split suede jute loafer,loafer leather split suede finish decorative penny strap instep contrast topstitche upper jutelined sole,Shoes,jute leather suede loafer,jute leather suede loafer split suede jute loafer,15-20°C mild weather
3887,men,SHOES,leather jute espadrille,espadrille leather split suede finish welt upper jutelined sole,Shoes,jute leather suede espadrille,jute leather suede espadrille leather jute espadrille,15-20°C mild weather
3888,men,SHOES,leather mule sandal,flat leather sandal split suede finish wide strap strap jute solelimite edition collection,Shoes,jute leather suede mule sandal,jute leather suede mule sandal leather mule sandal,15-20°C mild weather
