gender,product_category,product_name,details,category_type,combined_features,text,weather_label
women,TROUSERS,carrot jogging trouser,highwaist trouser feature adjustable elastic waistband drawstring pocket,Bottom,trouser,trouser carrot jogging trouser,10-15°C cool weather
women,SHORTS_SKORTS,knit short,midrise short feature adjustable elasticate waistband drawstring,Bottom,knit short knit short,knit short knit short knit short,10-15°C cool weather
women,JEANS,z straightfit highwaist long length jean,highwaist regular reg long length rigid highwaist jean pocket fade effect straightleg longleg design zip fly button fasteningview,Bottom,jean long longleg,jean long longleg z straightfit highwaist long length jean,10-15°C cool weather
women,JEANS,z highwaist baggy paperbag jean,highrise baggy paperbag carrot leg ankle rigidhighwaist jean elasticate waistband gather detail feature pocket rear patch pocket turnup hem zip button fasten frontview,Bottom,jean,jean z highwaist baggy paperbag jean,10-15°C cool weather
women,SKIRTS,linen midi skirt,highwaist midi skirt linen flare hem invisible zip fastening,Bottom,linen skirt midi,linen skirt midi linen midi skirt,10-15°C cool weather
women,JEANS,trf loosefit midrise jean,loosefit midrise lengthmidrise jean fivepocket design long straight leg zip fly metal button fastening,Bottom,jean long,jean long trf loosefit midrise jean,10-15°C cool weather
women,SKIRTS,print midi skirt,highwaist midi skirt feature adjustable elastic waistband drawstring bead appliqué detail,Bottom,skirt midi,skirt midi print midi skirt,10-15°C cool weather
women,TROUSERS,shiny pyjamastyle trouser,midrise trouser elasticate waistband pocket metallic thread appliqué,Bottom,trouser,trouser shiny pyjamastyle trouser,10-15°C cool weather
women,TROUSERS,trf midrise cargo trouser,midrise trouser linen blend pocket patch pocket leg pocket false flap pocket zip fly metal button fastening,Bottom,linen trouser,linen trouser trf midrise cargo trouser,10-15°C cool weather
women,SKIRTS,print midi skirt,highwaist midi skirt cotton adjustable elasticate waistband drawstring,Bottom,cotton skirt midi,cotton skirt midi print midi skirt,10-15°C cool weather
women,TROUSERS,embroider culotte,highwaist trouser linen viscose blend rear patch pocket contrast embroidery zip fly button fastening,Bottom,linen viscose trouser,linen viscose trouser embroider culotte,10-15°C cool weather
women,TROUSERS,embroider linen blend trouser,highwaist trouser linen blend belt loop contrast embroidery zip fly button fastening,Bottom,linen belt trouser,linen belt trouser embroider linen blend trouser,10-15°C cool weather
women,SKIRTS,long linen blend skirt,highwaist long skirt linen blend fabric pocket flare hem zip button fastening,Bottom,linen skirt long,linen skirt long long linen blend skirt,10-15°C cool weather
women,JEANS,z midrise skinny jean,midrise skinny leg ankle stretchmidrise jean pocket fade effect zip fly metal button fasteningview,Bottom,jean,jean z midrise skinny jean,10-15°C cool weather
women,TROUSERS,flare length trouser,highwaist trouser feature false welt pocket flare hem zip fly interior button metal hook fasten,Bottom,trouser,trouser flare length trouser,10-15°C cool weather
women,TROUSERS,carrot fit poplin trouser,highwaist crop trouser feature elastic waistband drawstre pocket rear patch pocket,Bottom,poplin trouser crop,poplin trouser crop carrot fit poplin trouser,10-15°C cool weather
women,TROUSERS,print ramie trouser,highwaist trouser ramie wideleg design invisible zip fastening,Bottom,ramie trouser,ramie trouser print ramie trouser,10-15°C cool weather
women,TROUSERS,print straightcut trouser,midrise trouser cotton belt loop patch pocket straightleg design zip fly button fastening,Bottom,cotton belt trouser,cotton belt trouser print straightcut trouser,10-15°C cool weather
women,SKIRTS,linen blend midi skirt,highwaist midi skirt linen blend false welt pocket slit hem invisible zip fastening,Bottom,linen skirt midi,linen skirt midi linen blend midi skirt,10-15°C cool weather
women,TROUSERS,cotton blend pyjamastyle trouser,midrise trouser lyocell cotton blend elasticate waistband pocket welt pocket rear straightleg design,Bottom,cotton lyocell trouser,cotton lyocell trouser cotton blend pyjamastyle trouser,10-15°C cool weather
women,TROUSERS,length linen blend trouser,highwaist trouser linen blend pocket patch pocket zip fly inside button metal hook fasten,Bottom,linen trouser,linen trouser length linen blend trouser,10-15°C cool weather
women,TROUSERS,fray linen trouser,midrise trouser linen belt loop pocket false welt pocket fray hem zip fly button fastening,Bottom,linen belt trouser,linen belt trouser fray linen trouser,10-15°C cool weather
women,TROUSERS,length linen blend trouser,highwaist trouser linen blend pocket rear false welt pocket dart detail zip fly inside button metal hook fasten,Bottom,linen trouser,linen trouser length linen blend trouser,10-15°C cool weather
women,TROUSERS,long flow trouser,loosefitte highwaist trouser straightleg design invisible zip fastening,Bottom,trouser long,trouser long long flow trouser,10-15°C cool weather
women,TROUSERS,texture jacquard trouser,highwaist trouser inner elasticate waistband texture fabric detail wideleg design,Bottom,trouser,trouser texture jacquard trouser,10-15°C cool weather
women,TROUSERS,highwaist culotte trouser,highwaist trouser feature pocket rear welt pocket short wide leg design zip fly interior button metal hook fasten,Bottom,short trouser short,short trouser short highwaist culotte trouser,10-15°C cool weather
women,TROUSERS,minimalist palazzo trouser,semisheer trouser viscose blend elasticate waistband pocket hide seam line wide leg,Bottom,semisheer viscose trouser,semisheer viscose trouser minimalist palazzo trouser,10-15°C cool weather
women,TROUSERS,stripe palazzo trouser,highwaist trouser elastic waistband wideleg design,Bottom,trouser,trouser stripe palazzo trouser,10-15°C cool weather
women,TROUSERS,animal print flare trouser,flow highwaist trouser flare hem zip fly inside button metal hook fasten,Bottom,trouser,trouser animal print flare trouser,10-15°C cool weather
women,TROUSERS,straight fit trouser topstitching,midrise trouser belt loop pocket false welt pocket contrast topstitche detail zip button fastening,Bottom,belt trouser,belt trouser straight fit trouser topstitching,10-15°C cool weather
women,TROUSERS,flow wideleg trouser,midwaist trouser feature elasticate waistband adjustable drawstring wideleg design,Bottom,trouser,trouser flow wideleg trouser,10-15°C cool weather
women,SKIRTS,linen blend crossover skirt,midi skirt linen blend feature asymmetric waist belt loop welt pocket button fastening,Bottom,linen belt skirt midi,linen belt skirt midi linen blend crossover skirt,10-15°C cool weather
women,TROUSERS,sequinne satin trouser,highwaist trouser viscose elastic waistband adjustable drawstring pocket rear patch pocket embroidery detail sequin appliqués straightleg design,Bottom,satin viscose trouser,satin viscose trouser sequinne satin trouser,10-15°C cool weather
women,TROUSERS,straightleg trouser turnup hem,highwaist trouser feature pocket rear false welt pocket straightleg design turnup hem zip fly interior button metal hook fasten,Bottom,trouser,trouser straightleg trouser turnup hem,10-15°C cool weather
women,TROUSERS,wideleg poplin trouser,midrise trouser cotton elasticate waistband adjustable drawstring inseam pocket wideleg design,Bottom,cotton poplin trouser,cotton poplin trouser wideleg poplin trouser,10-15°C cool weather
women,TROUSERS,satin cargo trouser,highwaist trouser feature elasticate waistband pocket patch pocket flap straightleg design zip fly interior button metal hook fasten,Bottom,satin trouser,satin trouser satin cargo trouser,10-15°C cool weather
women,TROUSERS,creasedeffect satin trouser,highwaist trouser elasticate waistband pocket straight leg,Bottom,satin trouser,satin trouser creasedeffect satin trouser,10-15°C cool weather
women,TROUSERS,linen trouser,midrise trouser linen belt loop pocket fray hem zip fly button fastening,Bottom,linen belt trouser,linen belt trouser linen trouser,10-15°C cool weather
men,TROUSERS,linen pleated trouser,regular fit trouser linen fabric waistband pleated detail pocket rear jetted pocket zip fly button fasteningorigin special collectionview,Bottom,linen trouser,linen trouser linen pleated trouser,10-15°C cool weather
men,JEANS,regular fit jean,regular fit jean cotton denim pocket fade effect buttonup frontorigin special collection,Bottom,cotton denim denim jean,cotton denim denim jean regular fit jean,10-15°C cool weather
men,TROUSERS,linen suit trouser,straight fit trouser linen pocket button jetted pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,widefit knit jogger,knit trouser adjustable elasticate waistband pocket rear pocket detail,Bottom,knit trouser knit,knit trouser knit widefit knit jogger,10-15°C cool weather
men,TROUSERS,rib jogger,trouser feature adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,trouser,trouser rib jogger,10-15°C cool weather
men,TROUSERS,slim fit cargo trouser,slim fit trouser pocket rear pocket detail patch pocket flap leg zip fly button fastening,Bottom,trouser,trouser slim fit cargo trouser,10-15°C cool weather
men,TROUSERS,straight fit cargo trouser,straight fit trouser pocket flap pocket patch pocket flap leg adjustable hem tab zip fly button fastening,Bottom,trouser,trouser straight fit cargo trouser,10-15°C cool weather
men,TROUSERS,pleated trouser,relaxed fit trouser waistband pleated detail pocket rear welt pocket zip fly button fastening,Bottom,trouser,trouser pleated trouser,10-15°C cool weather
men,TROUSERS,pleated trouser belt,relaxed fit trouser feature waist pleat belt fabric pocket rear welt pocket zip button fastening,Bottom,belt trouser,belt trouser pleated trouser belt,10-15°C cool weather
men,TROUSERS,comfort fit jogger waist trouser,trouser stretchy fabric adjustable inner elasticate waistband pocket,Bottom,trouser,trouser comfort fit jogger waist trouser,10-15°C cool weather
men,TROUSERS,relaxedfit trouser pleat,relaxedfit trouser waistband pleated detail pocket rear pocket buttoned flap zip fly button fastening,Bottom,trouser,trouser relaxedfit trouser pleat,10-15°C cool weather
men,TROUSERS,pleated trouser,straight fit trouser waist pleated detail pocket rear pocket detail turnup hem zip fly button fastening,Bottom,trouser,trouser pleated trouser,10-15°C cool weather
men,TROUSERS,wool suit trouser limited edition,relaxed fit trouser elasticate waistband pleated detail pocket rear jetted pocket hide metal hook zip fly fastening,Bottom,wool suit trouser,wool suit trouser wool suit trouser limited edition,10-15°C cool weather
men,TROUSERS,wool suit trouser,slimfit trouser italian wool fabric pocket welt pocket button hide metal hook zip fly fasten,Bottom,wool suit trouser,wool suit trouser wool suit trouser,10-15°C cool weather
men,TROUSERS,wool suit trouser,slim fit trouser italian wool fabric pocket rear welt pocket zip fly crossover button fastening,Bottom,wool suit trouser,wool suit trouser wool suit trouser,10-15°C cool weather
men,TROUSERS,technical training trouser,trouser lightweight stretchy technical fabric elastic waistband drawstring pocket autolock zip fasten hem elasticate cuff print logo detailzara athleticzview,Bottom,trouser lightweight,trouser lightweight technical training trouser,10-15°C cool weather
men,TROUSERS,jogger waist cotton trouser,trouser compact cotton fabric adjustable elastic waistband drawstre welt pocket zip closure cuff hemszara athleticzview,Bottom,cotton trouser,cotton trouser jogger waist cotton trouser,10-15°C cool weather
men,TROUSERS,relaxedfit suit,relaxed fit trouser pocket rear welt pocket zip fly button fastening,Bottom,suit trouser,suit trouser relaxedfit suit,10-15°C cool weather
men,TROUSERS,suit trouser irregular trim,oversize fit trouser adjustable elasticate waistband drawstre pleated detail pocket rear welt pocket zip fly button fastening,Bottom,suit trouser,suit trouser suit trouser irregular trim,10-15°C cool weather
men,TROUSERS,straight fit suit trouser,straightfit trouser pocket welt pocket zip fly button fastening,Bottom,suit trouser,suit trouser straight fit suit trouser,10-15°C cool weather
men,TROUSERS,relaxed fit cargo trouser,relaxed fit trouser elasticate waistband adjustable drawstre pocket rear welt pocket patch pocket leg,Bottom,trouser,trouser relaxed fit cargo trouser,10-15°C cool weather
men,TROUSERS,texture comfort trouser,slimfit trouser twoway stretchy fabric pocket rear welt pocket button detail zip fly button fastening,Bottom,trouser,trouser texture comfort trouser,10-15°C cool weather
men,TROUSERS,fade jogger rip,widefit trouser elastic drawstring waistband pocket rear patch pocket rippedeffect trim vent hem,Bottom,trouser,trouser fade jogger rip,10-15°C cool weather
men,TROUSERS,technical parachute trouser,relaxed fit trouser technical fabric adjustable elasticate waistband inside drawstring elastic side pocket welt pocket,Bottom,trouser,trouser technical parachute trouser,10-15°C cool weather
men,TROUSERS,wide fit jogger waist trouser,wide fit trouser cotton fabric adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,cotton trouser,cotton trouser wide fit jogger waist trouser,10-15°C cool weather
men,TROUSERS,slim fit suit trouser,slim fit trouser pocket rear welt pocket zip fly button fastening,Bottom,suit trouser,suit trouser slim fit suit trouser,10-15°C cool weather
men,TROUSERS,slim fit suit trouser,slim fit trouser feature pocket rear buttoned jetted pocket zip fly button fastening,Bottom,suit trouser,suit trouser slim fit suit trouser,10-15°C cool weather
men,TROUSERS,slim fit suit trouser,slim fit trouser feature pocket rear jetted pocket zip fly button fastening,Bottom,suit trouser,suit trouser slim fit suit trouser,10-15°C cool weather
men,TROUSERS,cargo trouser,relaxed fit trouser elasticate waistband adjustable drawstre pocket rear welt pocket patch pocket flap leg cuff elasticate hem,Bottom,trouser,trouser cargo trouser,10-15°C cool weather
men,TROUSERS,soft cargo trouser,slim fit trouser elasticate waistband adjustable drawstre pocket rear welt pocket patch pocket flap leg cuff elasticate hem,Bottom,trouser,trouser soft cargo trouser,10-15°C cool weather
men,TROUSERS,relaxed fit cargo trouser,relaxedfit trouser pocket rear welt pocket patch pocket flap leg zip fly button fastening,Bottom,trouser,trouser relaxed fit cargo trouser,10-15°C cool weather
men,TROUSERS,linen trouser,trouser linen fabric elasticate waistband pocket welt pocket zip fly button fastening,Bottom,linen trouser,linen trouser linen trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,regularfit trouser pocket welt pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,regular fit trouser waist pleat pocket rear welt pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,straight fit trouser linen pocket button jetted pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,easy care jogger waist trouser,trouser feature adjustable elasticate waistband drawstring pocket rear welt pocket turnup hem,Bottom,trouser,trouser easy care jogger waist trouser,10-15°C cool weather
men,TROUSERS,basic jogger,trouser adjustable drawstre waistband pocket patch pocket cuff elastic hem,Bottom,trouser,trouser basic jogger,10-15°C cool weather
men,TROUSERS,slim fit comfort trouser,trouser highstretch fabric feature elastic waistband pocket rear welt pocket zip fly button fastening,Bottom,trouser,trouser slim fit comfort trouser,10-15°C cool weather
men,TROUSERS,seersucker trouser pleat,relaxedfit trouser feature pleat waist pocket rear welt pocket detail hide metal hook zip fly fasten,Bottom,trouser,trouser seersucker trouser pleat,10-15°C cool weather
men,TROUSERS,seersucker cargo trouser,straight fit trouser elastic waistband pocket button jetted pocket patch pocket flap leg adjustable hem elastic gore,Bottom,trouser,trouser seersucker cargo trouser,10-15°C cool weather
men,TROUSERS,seersucker trouser contrast topstitching,relaxed fit trouser adjustable elastic waistband interior drawstring pocket rear patch pocket detail contrast topstitche garment,Bottom,trouser,trouser seersucker trouser contrast topstitching,10-15°C cool weather
men,TROUSERS,wide fit trouser,wide fit trouser feature elastic waistband pleat pocket rear welt pocket detail zip fly button fasten,Bottom,trouser,trouser wide fit trouser,10-15°C cool weather
men,TROUSERS,wide fit trouser,wide fit trouser cotton blend adjustable elasticate waistband pleat pocket rear patch pocket pleated detail knee,Bottom,cotton trouser,cotton trouser wide fit trouser,10-15°C cool weather
men,TROUSERS,relaxed fit cargo trouser,fade relaxed fit trouser elasticate waistband adjustable drawstring rear pocket patch pocket flap leg,Bottom,trouser,trouser relaxed fit cargo trouser,10-15°C cool weather
men,TROUSERS,trouser utility pocket,relaxed fit trouser pocket rear patch pocket multifunctional leg pocket adjustable elasticate hem zip fly button fastening,Bottom,trouser,trouser trouser utility pocket,10-15°C cool weather
men,TROUSERS,cargo trouser contrast topstitche,relaxed fit trouser technical fabric elasticate waistband pocket patch pocket patch pocket flap leg contrast topstitche garment adjustable elasticate hem zip fly hide snapbutton fasten frontview,Bottom,trouser,trouser cargo trouser contrast topstitche,10-15°C cool weather
men,TROUSERS,utility cargo trouser,relaxed fit trouser welt pocket rear pocket multifunctional leg pocket contrast topstitche detail garment zip fly button fastening,Bottom,trouser,trouser utility cargo trouser,rain
men,TROUSERS,trouser utility pocket,relaxed fit trouser pocket rear patch pocket multifunctional leg pocket adjustable hem tab zip fly button fastening,Bottom,trouser,trouser trouser utility pocket,10-15°C cool weather
men,TROUSERS,comfort fit jogger waist trouser,regularfit trouser stretch fabric elasticate waistband adjustable drawstre pocket welt pocket detail,Bottom,trouser,trouser comfort fit jogger waist trouser,10-15°C cool weather
men,TROUSERS,contrast parachute trouser,fade trouser feature inner adjustable elasticate waistband pocket rear patch pocket flap patch pocket appliqué flap leg adjustable hem elastic side,Bottom,trouser,trouser contrast parachute trouser,10-15°C cool weather
men,TROUSERS,cargo parachute trouser,relaxed fit trouser texture ripstop fabric resistant tear elastic waistband pocket rear welt pocket detail patch pocket flap leg adjustable hem elastic side zip fly button fasteningview,Bottom,trouser,trouser cargo parachute trouser,10-15°C cool weather
men,TROUSERS,poplin parachute trouser,relaxed fit trouser cotton poplin adjustable elastic waistband pocket rear patch pocket patch pocket leg adjustable hem elastic side,Bottom,cotton poplin trouser,cotton poplin trouser poplin parachute trouser,10-15°C cool weather
men,TROUSERS,parachute cargo trouser,trouser feature adjustable elasticate waistband pocket rear welt pocket patch pocket appliqué flap leg pleated knee adjustable hem elastic side,Bottom,trouser,trouser parachute cargo trouser,10-15°C cool weather
men,TROUSERS,linencotton trouser,trouser cotton linen blend elasticate waistband adjustable drawstre pocket welt pocket,Bottom,cotton linen linencotton trouser,cotton linen linencotton trouser linencotton trouser,10-15°C cool weather
men,TROUSERS,cottonlinen trouser,regularfit trouser cotton linen blend fabric waistband pleat pocket rear pocket detail zip fly button fastening,Bottom,cotton cottonlinen linen trouser,cotton cottonlinen linen trouser cottonlinen trouser,10-15°C cool weather
men,TROUSERS,texture suit trouser,straight fit trouser pocket rear jetted pocket button zip fly button fastening,Bottom,suit trouser,suit trouser texture suit trouser,10-15°C cool weather
men,TROUSERS,texture suit trouser,straight fit trouser feature pocket rear buttoned jetted pocket zip fly button fastening,Bottom,suit trouser,suit trouser texture suit trouser,10-15°C cool weather
men,TROUSERS,texture suit trouser,straight fit trouser feature pocket button welt pocket zip button fastening,Bottom,suit trouser,suit trouser texture suit trouser,10-15°C cool weather
men,TROUSERS,suit trouser,straightfit trouser pocket doublewelt pocket zip fly button fastening,Bottom,suit trouser,suit trouser suit trouser,10-15°C cool weather
men,TROUSERS,suit trouser,straight fit trouser pocket rear welt pocket zip fly button fastening,Bottom,suit trouser,suit trouser suit trouser,10-15°C cool weather
men,TROUSERS,cargo trouser contrast topstitche,straight fit trouser feature pocket rear patch pocket patch pocket flap leg contrast topstitche garment zip fly button fastening,Bottom,trouser,trouser cargo trouser contrast topstitche,10-15°C cool weather
men,TROUSERS,cargo trouser contrast topstitche,straightfit trouser pocket welt pocket detail patch pocket appliqué flap leg fade effect zip fly button fastening,Bottom,trouser,trouser cargo trouser contrast topstitche,10-15°C cool weather
men,TROUSERS,cargo trouser contrast topstitche,relaxedfit trouser rip stop texture fabric resistant tear pocket patch pocket fade effect patch pocket flap leg contrast topstitche garment zip button fasteningview,Bottom,trouser,trouser cargo trouser contrast topstitche,10-15°C cool weather
men,TROUSERS,texture suit trouser,slimfit trouser pocket welt pocket turnup hem zip fly button fastening,Bottom,suit trouser,suit trouser texture suit trouser,10-15°C cool weather
men,TROUSERS,linen viscose trouser,regularfit trouser viscose linen blend fabric adjustable elasticate waistband pocket pocket fade effect,Bottom,linen viscose trouser,linen viscose trouser linen viscose trouser,10-15°C cool weather
men,TROUSERS,texture relaxed fit trouser,relaxed fit trouser adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,trouser,trouser texture relaxed fit trouser,10-15°C cool weather
men,TROUSERS,geometric jacquard trouser,trouser feature adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,trouser,trouser geometric jacquard trouser,10-15°C cool weather
men,TROUSERS,jogger waist trouser,relaxed fit trouser cotton fabric adjustable elasticate waistband drawstre pocket patch pocket detail,Bottom,cotton trouser,cotton trouser jogger waist trouser,10-15°C cool weather
men,TROUSERS,parachute cargo trouser,trouser feature adjustable elasticate waistband matching belt pocket rear welt pocket patch pocket appliqué leg pleated knee adjustable hem elastic side,Bottom,belt trouser,belt trouser parachute cargo trouser,10-15°C cool weather
men,TROUSERS,pleated seersucker trouser,regularfit trouser elasticate adjustable waistband pleat pocket welt pocket,Bottom,trouser,trouser pleated seersucker trouser,10-15°C cool weather
men,TROUSERS,linencotton trouser,slimfit trouser elasticate waistband match adjustable drawstring welt pocket zip fly button fastening,Bottom,linencotton trouser,linencotton trouser linencotton trouser,10-15°C cool weather
men,TROUSERS,cotton linen trouser,trouser cotton linen blend adjustable elasticate waistband pleated detail pocket welt pocket zip fly button fastening,Bottom,cotton linen trouser,cotton linen trouser cotton linen trouser,10-15°C cool weather
men,TROUSERS,cotton linen trouser,regularfit trouser cotton linen blend fabric elasticate waistband adjustable drawstre pocket patch pocket zip fly snap button,Bottom,cotton linen trouser,cotton linen trouser cotton linen trouser,10-15°C cool weather
men,TROUSERS,jogger waist trouser,relaxedfit trouser cotton fabric adjustable elasticate waistband drawstre pocket patch pocket,Bottom,cotton trouser,cotton trouser jogger waist trouser,10-15°C cool weather
men,TROUSERS,modal blend trouser,regularfit trouser modal blend fabric feature adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,modal trouser,modal trouser modal blend trouser,10-15°C cool weather
men,TROUSERS,jacquard texture trouser,relaxed fit trouser adjustable elasticate waistband pocket rear pocket detail,Bottom,trouser,trouser jacquard texture trouser,10-15°C cool weather
men,TROUSERS,vertical texture trouser,relaxed fit trouser adjustable elasticate drawstring waistband pocket rear patch pocket,Bottom,trouser,trouser vertical texture trouser,10-15°C cool weather
men,TROUSERS,lyocell jogger waist trouser,regular fit trouser lyocell feature adjustable elasticate drawstring waistband pocket rear buttoned welt pocket zip fly button fastening,Bottom,lyocell trouser,lyocell trouser lyocell jogger waist trouser,10-15°C cool weather
men,TROUSERS,wide fit texture trouser,wide fit trouser feature elasticate waistband adjustable drawstre pocket patch pocket detail,Bottom,trouser,trouser wide fit texture trouser,10-15°C cool weather
men,TROUSERS,cotton linen trouser,regular fit trouser cotton linen blend fabric adjustable inner elasticate waistband pocket,Bottom,cotton linen trouser,cotton linen trouser cotton linen trouser,10-15°C cool weather
men,TROUSERS,viscose linen trouser,trouser viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket detail,Bottom,linen viscose trouser,linen viscose trouser viscose linen trouser,10-15°C cool weather
men,TROUSERS,lineneffect trouser,relaxedfit trouser elasticate waistband adjustable drawstre pocket welt pocket,Bottom,trouser,trouser lineneffect trouser,10-15°C cool weather
men,TROUSERS,linencotton trouser,regular fit trouser linen cotton blend fabric elasticate waistband adjustable drawstre pocket rear pocket,Bottom,cotton linen linencotton trouser,cotton linen linencotton trouser linencotton trouser,10-15°C cool weather
men,TROUSERS,leaf motif jacquard trouser,regularfit trouser feature adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,trouser,trouser leaf motif jacquard trouser,10-15°C cool weather
men,TROUSERS,flow trouser,relaxed fit trouser modal blend fabric feature adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,modal trouser,modal trouser flow trouser,10-15°C cool weather
men,TROUSERS,texture rustic trouser pleat,trouser cotton blend waist pleat pocket welt pocket button zip fly button fastening,Bottom,cotton trouser,cotton trouser texture rustic trouser pleat,10-15°C cool weather
men,TROUSERS,linen lyocell trouser,regular fit trouser linen lyocell blend patch pocket button welt pocket zip button fastening,Bottom,linen lyocell trouser,linen lyocell trouser linen lyocell trouser,10-15°C cool weather
men,TROUSERS,belt cottonlinen trouser,regular fit trouser cotton linen blend waist pleat belt fabric pocket rear welt pocket zip button fastening,Bottom,cotton cottonlinen linen belt trouser,cotton cottonlinen linen belt trouser belt cottonlinen trouser,10-15°C cool weather
men,TROUSERS,texture cotton linen trouser,regularfit trouser cotton linen blend pocket patch pocket flap zip fly button fastening,Bottom,cotton linen trouser,cotton linen trouser texture cotton linen trouser,10-15°C cool weather
men,TROUSERS,linen pleated trouser,regular fit trouser linen fabric waistband pleated detail pocket rear jetted pocket zip fly button fasteningorigin special collectionview,Bottom,linen trouser,linen trouser linen pleated trouser,10-15°C cool weather
men,TROUSERS,linen blend parachute trouser,trouser linen blend adjustable elasticate waistband inner elastic drawstre pocket patch pocket flap patch pocket leg pleated knee adjustable hem elastic drawstring sidesview,Bottom,linen trouser,linen trouser linen blend parachute trouser,10-15°C cool weather
men,TROUSERS,fade parachute trouser,relaxed fit fade trouser cotton adjustable elasticate waistband pocket rear patch pocket flap zip fly snapbutton fastening,Bottom,cotton trouser,cotton trouser fade parachute trouser,10-15°C cool weather
men,TROUSERS,parachute trouser,trouser adjustable elasticate waistband pocket patch pocket pleat knee adjustable hem elastic side,Bottom,trouser,trouser parachute trouser,10-15°C cool weather
men,TROUSERS,acid wash parachute trouser,fade trouser feature inner adjustable elasticate waistband pocket rear patch pocket flap pleated knee adjustable hem elastic side,Bottom,trouser,trouser acid wash parachute trouser,10-15°C cool weather
men,TROUSERS,stripe texture trouser,regularfit trouser cotton blend adjustable elasticate waistband drawstre pocket welt pocket,Bottom,cotton trouser,cotton trouser stripe texture trouser,10-15°C cool weather
men,TROUSERS,striped jogger waist trouser,regularfit trouser cotton fabric adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,cotton trouser,cotton trouser striped jogger waist trouser,10-15°C cool weather
men,TROUSERS,stripe texture trouser,trouser linen cotton blend pocket welt pocket zip fly button fastening,Bottom,cotton linen trouser,cotton linen trouser stripe texture trouser,10-15°C cool weather
men,TROUSERS,linen trouser,straight fit trouser linen waist pleat detail pocket rear jetted pocket zip fly button fastening,Bottom,linen trouser,linen trouser linen trouser,10-15°C cool weather
men,TROUSERS,jumpsuit limited edition,oversize fit jumpsuit lapel collar long sleeve buttoned cuff chest patch pocket elastic waistband pocket rear flap pocket pleat knee adjustable elastic hem,Bottom,jumpsuit lapel long,jumpsuit lapel long jumpsuit limited edition,10-15°C cool weather
men,TROUSERS,parachute trouser limited edition,trouser feature elasticate waistband inner adjustable drawstre pocket rear pocket flap flap pocket leg pleated knee adjustable elastic hem,Bottom,trouser,trouser parachute trouser limited edition,rain
men,TROUSERS,parachute trouser limited edition,trouser technical fabric adjustable elasticate drawstring waistband patch pocket rear flap pocket pleat detail knee adjustable drawstre hem zip button fastening,Bottom,trouser,trouser parachute trouser limited edition,rain
men,TROUSERS,relaxed fit trouser limited edition,relaxed fit trouser elasticate waistband pleated detail pocket rear welt pocket detail hide metal hook zip fly fastening,Bottom,trouser,trouser relaxed fit trouser limited edition,10-15°C cool weather
men,TROUSERS,straightfit fade trouser,straightfit trouser texture cotton fabric pocket patch pocket fade effect zip fly button fastening,Bottom,cotton trouser,cotton trouser straightfit fade trouser,10-15°C cool weather
men,TROUSERS,carpenter trouser pocket,straightfit trouser cotton pocket patch pocket fade effect patch pocket appliqué multifunctional strap leg contrast topstitche garment zip fly button fasteningview,Bottom,cotton trouser,cotton trouser carpenter trouser pocket,10-15°C cool weather
men,TROUSERS,trouser seam detail,straightfit trouser elasticate waistband pocket patch pocket seam detail leg zip fly button fastening,Bottom,trouser,trouser trouser seam detail,10-15°C cool weather
men,TROUSERS,texture trouser seam,widefit trouser texture stretch fabric pocket rear welt pocket seam leg adjustable hem zip zip button fastening,Bottom,trouser,trouser texture trouser seam,10-15°C cool weather
men,TROUSERS,parachute trouser contrast topstitche,relaxed fit trouser adjustable elasticate waistband pocket rear patch pocket detail contrast topstitche garment adjustable hem elastic gore,Bottom,trouser,trouser parachute trouser contrast topstitche,10-15°C cool weather
men,TROUSERS,trouser contrast topstitching,wide fit trouser pocket rear welt pocket contrast topstitche garment zip fly button fastening,Bottom,trouser,trouser trouser contrast topstitching,10-15°C cool weather
men,TROUSERS,trouser contrast pipe,straight fit trouser elasticate waistband adjustable drawstring pleat pocket rear welt pocket contrast pipe leg,Bottom,trouser,trouser trouser contrast pipe,10-15°C cool weather
men,TROUSERS,trouser double waist,wide fit trouser feature elastic double waistband pleat pocket pocket detail,Bottom,trouser,trouser trouser double waist,10-15°C cool weather
men,TROUSERS,jogger waist trouser,relaxed fit trouser adjustable elastic waistband interior drawstre pocket rear welt pocket zip fly button fasten elastic cuff hem,Bottom,trouser,trouser jogger waist trouser,10-15°C cool weather
