product_id,product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
2430,"[{'https://static.zara.net/photos///2023/I/0/1/p/7797/670/406/2/w/448/7797670406_1_1_1.jpg?ts=1691075841787': 'Image 0 of SHIRT WITH DRAWSTRING NECKLINE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7797/670/406/2/w/448/7797670406_2_1_1.jpg?ts=1691075771786': 'Image 1 of SHIRT WITH DRAWSTRING NECKLINE from Zara'}]",women,SHIRTS,shirt drawstre neckline,shirt feature long sleeve johnny collar drawstring,Top,other,shirt,other,long,shirt long,This is a shirt drawstre neckline made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2431,"[{'https://static.zara.net/photos///2023/I/0/1/p/2298/178/611/2/w/448/2298178611_1_1_1.jpg?ts=1691417175817': 'Image 0 of SATIN TOP WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2298/178/611/2/w/448/2298178611_2_1_1.jpg?ts=1691417175938': 'Image 1 of SATIN TOP WITH KNOT from Zara'}]",women,SHIRTS,satin knot,crop feature vneckline knot long sleeve invisible zip fastening,Top,satin,other,other,crop long,satin crop long,This is a satin knot made of satin with crop long coverage. It is suitable for warm or hot weather.,warm weather
2432,"[{'https://static.zara.net/photos///2023/I/0/1/p/8348/814/330/2/w/448/8348814330_1_1_1.jpg?ts=1691075773434': 'Image 0 of SMOCKED PRINTED BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8348/814/330/2/w/448/8348814330_2_1_1.jpg?ts=1691075773391': 'Image 1 of SMOCKED PRINTED BLOUSE from Zara'}]",women,SHIRTS,smock print blouse,round neck blouse smock long sleeve elasticate trim buttonup,Top,other,blouse,other,long,blouse long,This is a smock print blouse made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2433,"[{'https://static.zara.net/photos///2023/I/0/1/p/7888/425/330/2/w/448/7888425330_1_1_1.jpg?ts=1689149351146': 'Image 0 of TIE-DYE PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7888/425/330/2/w/448/7888425330_2_1_1.jpg?ts=1689005387383': 'Image 1 of TIE-DYE PRINT SHIRT from Zara'}]",women,SHIRTS,tiedye print shirt,collar shirt long sleeve vent hem buttonup,Top,other,shirt,other,long,shirt long,This is a tiedye print shirt made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2434,"[{'https://static.zara.net/photos///2023/I/0/1/p/4437/253/700/2/w/448/4437253700_1_1_1.jpg?ts=1691152492038': 'Image 0 of STRIPED JACQUARD BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4437/253/700/2/w/448/4437253700_2_1_1.jpg?ts=1691152491921': 'Image 1 of STRIPED JACQUARD BLOUSE from Zara'}]",women,SHIRTS,stripe jacquard blouse,blouse viscose blend feature vneckline long voluminous sleeve match stripe button fastening,Top,viscose,blouse,other,long,viscose blouse long,This is a stripe jacquard blouse made of viscose with long coverage. It is suitable for warm or hot weather.,warm weather
2435,"[{'https://static.zara.net/photos///2023/I/0/1/p/7578/101/251/12/w/448/7578101251_1_1_1.jpg?ts=1691599681739': 'Image 0 of SHIRT WITH CUTWORK EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7578/101/251/12/w/448/7578101251_2_1_1.jpg?ts=1691599682626': 'Image 1 of SHIRT WITH CUTWORK EMBROIDERY from Zara'}]",women,SHIRTS,shirt cutwork embroidery,collar shirt short sleeve match cutwork embroidery detail buttonup,Top,other,shirt short,other,short,shirt short short,This is a shirt cutwork embroidery made of other with short coverage.,warm weather
2436,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/304/426/2/w/448/4786304426_1_1_1.jpg?ts=1689936422704': 'Image 0 of PRINTED RAMIE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/304/426/2/w/448/4786304426_2_1_1.jpg?ts=1689936426227': 'Image 1 of PRINTED RAMIE SHIRT from Zara'}]",women,SHIRTS,print ramie shirt,shirt ramie johnny collar sleeve fall elbow cuff asymmetric hem vent pleated detail fastening,Top,ramie,shirt,other,other,ramie shirt,This is a print ramie shirt made of ramie with other coverage.,warm weather
2437,"[{'https://static.zara.net/photos///2023/I/0/1/p/4387/238/250/2/w/448/4387238250_1_1_1.jpg?ts=1691758138213': 'Image 0 of OVERSIZE FLOWING SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4387/238/250/2/w/448/4387238250_2_1_1.jpg?ts=1691758137394': 'Image 1 of OVERSIZE FLOWING SHIRT from Zara'}]",women,SHIRTS,oversize flow shirt,collar shirt long sleeve patch pocket asymmetric hem buttonup,Top,other,shirt,other,long,shirt long,This is a oversize flow shirt made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2438,"[{'https://static.zara.net/photos///2023/I/0/1/p/3564/172/800/2/w/448/3564172800_1_1_1.jpg?ts=1687791317841': 'Image 0 of SEMI-SHEER SHIRT WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3564/172/800/2/w/448/3564172800_2_1_1.jpg?ts=1687791316332': 'Image 1 of SEMI-SHEER SHIRT WITH RUFFLES from Zara'}]",women,SHIRTS,semisheer shirt ruffle,collar sleeveless shirt ruffle detail buttonup hide placketthis garment line,Top,semisheer,shirt,other,sleeveless,semisheer shirt sleeveless,This is a semisheer shirt ruffle made of semisheer with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
2439,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/060/403/20/w/448/8372060403_1_1_1.jpg?ts=1692689707366': 'Image 0 of OXFORD SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/060/403/20/w/448/8372060403_2_1_1.jpg?ts=1692689705710': 'Image 1 of OXFORD SHIRT from Zara'}]",women,SHIRTS,oxford shirt,shirt cotton blend johnny collar long sleeve buttonup,Top,cotton,oxford shirt,other,long,cotton oxford shirt long,This is a oxford shirt made of cotton with long coverage. It is suitable for mild or cool weather.,mild weather
2440,"[{'https://static.zara.net/photos///2023/I/0/1/p/4387/056/250/20/w/448/4387056250_1_1_1.jpg?ts=1686905617014': 'Image 0 of ROLL-UP SLEEVE LINEN BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4387/056/250/20/w/448/4387056250_2_1_1.jpg?ts=1686905617587': 'Image 1 of ROLL-UP SLEEVE LINEN BLEND SHIRT from Zara'}]",women,SHIRTS,rollup sleeve linen blend shirt,shirt linen blend feature slot collar long rollup sleeve buttoned tab flap pocket vent hem buttonup,Top,linen,shirt,other,long,linen shirt long,This is a rollup sleeve linen blend shirt made of linen with long coverage. It is suitable for warm or hot weather.,warm weather
2441,"[{'https://static.zara.net/photos///2023/I/0/1/p/7484/158/671/2/w/448/7484158671_1_1_1.jpg?ts=1691417177880': 'Image 0 of DRAPED TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7484/158/671/2/w/448/7484158671_2_1_1.jpg?ts=1691417177740': 'Image 1 of DRAPED TOP from Zara'}]",women,SHIRTS,drape,sleeveless cowl neckline feature gathering shoulder,Top,other,other,other,sleeveless,sleeveless,This is a drape made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
2442,"[{'https://static.zara.net/photos///2023/I/0/1/p/7699/493/330/2/w/448/7699493330_1_1_1.jpg?ts=1684406394483': 'Image 0 of STRIPED OVERSIZE LINEN BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7699/493/330/2/w/448/7699493330_2_1_1.jpg?ts=1684406394337': 'Image 1 of STRIPED OVERSIZE LINEN BLEND SHIRT from Zara'}]",women,SHIRTS,stripe oversize linen blend shirt,collar shirt linen blend feature long sleeve button fasten,Top,linen,shirt,other,long,linen shirt long,This is a stripe oversize linen blend shirt made of linen with long coverage. It is suitable for warm or hot weather.,warm weather
2443,"[{'https://static.zara.net/photos///2023/I/0/1/p/7907/033/330/17/w/448/7907033330_1_1_1.jpg?ts=1687966675950': 'Image 0 of PRINTED FLOWING BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7907/033/330/17/w/448/7907033330_2_1_1.jpg?ts=1687966675798': 'Image 1 of PRINTED FLOWING BLOUSE from Zara'}]",women,SHIRTS,print flow blouse,flow collar blouse viscose short sleeve chest patch pocket buttonup,Top,viscose,blouse short,other,short,viscose blouse short short,This is a print flow blouse made of viscose with short coverage. It is suitable for warm or hot weather.,warm weather
2444,"[{'https://static.zara.net/photos///2023/I/0/1/p/8506/170/330/2/w/448/8506170330_1_1_1.jpg?ts=1691758139404': 'Image 0 of TIE-DYE PRINT CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8506/170/330/2/w/448/8506170330_2_1_1.jpg?ts=1691758138399': 'Image 1 of TIE-DYE PRINT CROP TOP from Zara'}]",women,SHIRTS,tiedye print crop,surplice neckline long sleeve gather hem pleat invisible zip fastening,Top,other,other,other,crop long,crop long,This is a tiedye print crop made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
2445,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/036/250/20/w/448/8372036250_1_1_1.jpg?ts=1686905893170': 'Image 0 of 100% LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/036/250/20/w/448/8372036250_2_1_1.jpg?ts=1686905889964': 'Image 1 of 100% LINEN SHIRT from Zara'}]",women,SHIRTS,linen shirt,collar shirt linen feature long sleeve patch pocket buttonup,Top,linen,shirt,other,long,linen shirt long,This is a linen shirt made of linen with long coverage. It is suitable for warm or hot weather.,warm weather
2446,"[{'https://static.zara.net/photos///2023/I/0/1/p/8071/675/506/2/w/448/8071675506_1_1_1.jpg?ts=1689258558722': 'Image 0 of CROPPED SHIRT WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8071/675/506/2/w/448/8071675506_2_1_1.jpg?ts=1689258558060': 'Image 1 of CROPPED SHIRT WITH KNOT from Zara'}]",women,SHIRTS,crop shirt knot,collar shirt feature turnup short sleeve buttoned tab patch pocket flap button knot fastening,Top,other,shirt short,other,crop short,shirt short crop short,This is a crop shirt knot made of other with crop short coverage. It is suitable for warm or hot weather.,warm weather
2447,"[{'https://static.zara.net/photos///2023/I/0/1/p/7640/914/250/17/w/448/7640914250_1_1_1.jpg?ts=1685104832032': 'Image 0 of CROPPED SHIRT WITH CUTWORK EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7640/914/250/17/w/448/7640914250_2_1_1.jpg?ts=1685104830401': 'Image 1 of CROPPED SHIRT WITH CUTWORK EMBROIDERY from Zara'}]",women,SHIRTS,crop shirt cutwork embroidery,collar shirt long sleeve match cutwork embroidery lace trim detail buttonup,Top,other,shirt,other,crop long,shirt crop long,This is a crop shirt cutwork embroidery made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
2448,"[{'https://static.zara.net/photos///2023/I/0/1/p/4877/242/251/2/w/448/4877242251_1_1_1.jpg?ts=1687963972079': 'Image 0 of LINEN SHIRT WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4877/242/251/2/w/448/4877242251_2_1_1.jpg?ts=1687963972507': 'Image 1 of LINEN SHIRT WITH POCKET from Zara'}]",women,SHIRTS,linen shirt pocket,linen shirt collar sleeve fall elbow patch pocket chest asymmetric hem buttonup,Top,linen,shirt,other,other,linen shirt,This is a linen shirt pocket made of linen with other coverage. It is suitable for warm or hot weather.,warm weather
2449,"[{'https://static.zara.net/photos///2023/I/0/1/p/5107/253/712/2/w/448/5107253712_1_1_1.jpg?ts=1688980754918': 'Image 0 of LONG BLOUSE WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5107/253/712/2/w/448/5107253712_2_1_1.jpg?ts=1688980754308': 'Image 1 of LONG BLOUSE WITH KNOT from Zara'}]",women,SHIRTS,long blouse knot,long blouse cotton johnny collar sleeve fall elbow knot detail asymmetric hem,Top,cotton,blouse,other,long,cotton blouse long,This is a long blouse knot made of cotton with long coverage. It is suitable for mild or cool weather.,mild weather
2450,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/220/044/2/w/448/9878220044_1_1_1.jpg?ts=1684832405054': 'Image 0 of STRIPED SHIRT WITH TIE DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/220/044/2/w/448/9878220044_2_2_1.jpg?ts=1684832404928': 'Image 1 of STRIPED SHIRT WITH TIE DETAIL from Zara'}]",women,SHIRTS,stripe shirt tie detail,johnny collar shirt long sleeve dart detail wrapstyle tie,Top,other,shirt,other,long,shirt long,This is a stripe shirt tie detail made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2451,"[{'https://static.zara.net/photos///2023/I/0/1/p/6164/169/427/2/w/448/6164169427_1_1_1.jpg?ts=1686233835509': 'Image 0 of Z1975 DENIM BLOUSE WITH TIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6164/169/427/2/w/448/6164169427_2_1_1.jpg?ts=1686233835427': 'Image 1 of Z1975 DENIM BLOUSE WITH TIE from Zara'}]",women,SHIRTS,z denim blouse tie,blouse feature high neck tie detail vneckline short sleeve metallic button,Top,denim,blouse denim short,other,short,denim blouse denim short short,This is a z denim blouse tie made of denim with short coverage. It is suitable for mild or cool weather.,mild weather
2452,"[{'https://static.zara.net/photos///2023/I/0/1/p/7822/732/803/2/w/448/7822732803_1_1_1.jpg?ts=1684832404738': 'Image 0 of LONG WRINKLED-EFFECT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7822/732/803/2/w/448/7822732803_2_1_1.jpg?ts=1684832598290': 'Image 1 of LONG WRINKLED-EFFECT TOP from Zara'}]",women,SHIRTS,long wrinkledeffect,slot collar long sleeve split hem buttonup,Top,other,other,other,long,long,This is a long wrinkledeffect made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2453,"[{'https://static.zara.net/photos///2023/I/0/1/p/4437/251/500/12/w/448/4437251500_1_1_1.jpg?ts=1688977066749': 'Image 0 of PRINTED COTTON BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4437/251/500/12/w/448/4437251500_2_1_1.jpg?ts=1688977068993': 'Image 1 of PRINTED COTTON BLOUSE from Zara'}]",women,SHIRTS,print cotton blouse,blouse cotton vneck sleeve fall elbow asymmetric hem buttonup,Top,cotton,blouse,other,other,cotton blouse,This is a print cotton blouse made of cotton with other coverage. It is suitable for mild or cool weather.,mild weather
2454,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/267/500/2/w/448/4043267500_1_1_1.jpg?ts=1690801269362': 'Image 0 of RUFFLED LINEN BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/267/500/2/w/448/4043267500_2_1_1.jpg?ts=1690801269681': 'Image 1 of RUFFLED LINEN BLOUSE from Zara'}]",women,SHIRTS,ruffle linen blouse,blouse linen feature slot collar ruffle trim fabric asymmetric hem,Top,linen,blouse,other,other,linen blouse,This is a ruffle linen blouse made of linen with other coverage. It is suitable for warm or hot weather.,warm weather
2455,"[{'https://static.zara.net/photos///2023/I/0/1/p/3607/272/407/3/w/448/3607272407_1_1_1.jpg?ts=1691743832836': 'Image 0 of TRF OVERSIZE DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3607/272/407/3/w/448/3607272407_2_1_1.jpg?ts=1691743833737': 'Image 1 of TRF OVERSIZE DENIM SHIRT from Zara'}]",women,SHIRTS,trf oversize denim shirt,oversize collared shirt feature dropshoulder long sleeve cuff fade effect dart detail buttonup,Top,denim,denim shirt,other,long,denim denim shirt long,This is a trf oversize denim shirt made of denim with long coverage. It is suitable for mild or cool weather.,mild weather
2456,"[{'https://static.zara.net/photos///2023/I/0/1/p/2298/162/070/2/w/448/2298162070_1_1_1.jpg?ts=1693318192795': 'Image 0 of SATIN GEOMETRIC PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2298/162/070/2/w/448/2298162070_2_1_1.jpg?ts=1693318193492': 'Image 1 of SATIN GEOMETRIC PRINT SHIRT from Zara'}]",women,SHIRTS,satin geometric print shirt,loosefitte collared shirt feature long sleeve cuff buttonup hide placket,Top,satin,shirt,other,long,satin shirt long,This is a satin geometric print shirt made of satin with long coverage. It is suitable for mild or cool weather.,mild weather
2457,"[{'https://static.zara.net/photos///2023/I/0/1/p/7675/796/406/17/w/448/7675796406_1_1_1.jpg?ts=1689176280408': 'Image 0 of RUFFLED SATIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7675/796/406/17/w/448/7675796406_2_1_1.jpg?ts=1689176253165': 'Image 1 of RUFFLED SATIN SHIRT from Zara'}]",women,SHIRTS,ruffle satin shirt,collar short sleeve shirt ruffle detail buttonup hide placket,Top,satin,shirt short,other,short,satin shirt short short,This is a ruffle satin shirt made of satin with short coverage.,warm weather
2458,"[{'https://static.zara.net/photos///2023/I/0/1/p/4661/027/803/2/w/448/4661027803_1_1_1.jpg?ts=1692193283702': 'Image 0 of CROPPED SHIRT WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4661/027/803/2/w/448/4661027803_2_1_1.jpg?ts=1692193285654': 'Image 1 of CROPPED SHIRT WITH BELT from Zara'}]",women,SHIRTS,crop shirt belt,collar shirt feature long sleeve pleated cuff false welt pocket chest contrast belt metal buckle hem buttonup,Top,other,belt shirt,other,crop long,belt shirt crop long,This is a crop shirt belt made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
2459,"[{'https://static.zara.net/photos///2023/I/0/1/p/3666/159/061/2/w/448/3666159061_1_1_1.jpg?ts=1689328170105': 'Image 0 of PRINTED BLOUSE WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3666/159/061/2/w/448/3666159061_2_1_1.jpg?ts=1689328174961': 'Image 1 of PRINTED BLOUSE WITH RUFFLES from Zara'}]",women,SHIRTS,print blouse ruffle,blouse ruffle vneck long sleeve elasticate trim fasten matching cover button,Top,other,blouse,other,long,blouse long,This is a print blouse ruffle made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2460,"[{'https://static.zara.net/photos///2023/I/0/1/p/8404/309/620/2/w/448/8404309620_1_1_1.jpg?ts=1691577080334': 'Image 0 of BLOUSE WITH GOLD BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8404/309/620/2/w/448/8404309620_2_1_1.jpg?ts=1691577080668': 'Image 1 of BLOUSE WITH GOLD BUTTONS from Zara'}]",women,SHIRTS,blouse gold button,vneck blouse pleat false button long sleeve buttoned opening,Top,other,blouse,other,long,blouse long,This is a blouse gold button made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2461,"[{'https://static.zara.net/photos///2023/I/0/1/p/5427/012/800/2/w/448/5427012800_1_1_1.jpg?ts=1688126312813': 'Image 0 of BUTTON-UP LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5427/012/800/2/w/448/5427012800_2_1_1.jpg?ts=1688126312817': 'Image 1 of BUTTON-UP LINEN SHIRT from Zara'}]",women,SHIRTS,buttonup linen shirt,collar shirt linen long sleeve cuff buttonup button,Top,linen,shirt,other,long,linen shirt long,This is a buttonup linen shirt made of linen with long coverage. It is suitable for warm or hot weather.,warm weather
2462,"[{'https://static.zara.net/photos///2023/I/0/1/p/7690/475/330/2/w/448/7690475330_1_1_1.jpg?ts=1688124509731': 'Image 0 of PRINTED BLOUSE WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7690/475/330/2/w/448/7690475330_6_1_1.jpg?ts=1688035762319': 'Image 1 of PRINTED BLOUSE WITH BOW from Zara'}]",women,SHIRTS,print blouse bow,crop blouse linen blend johnny collar long wide sleeve button tie fasten,Top,linen,blouse bow,other,crop long,linen blouse bow crop long,This is a print blouse bow made of linen with crop long coverage. It is suitable for warm or hot weather.,warm weather
2463,"[{'https://static.zara.net/photos///2023/I/0/1/p/4688/003/049/2/w/448/4688003049_1_1_1.jpg?ts=1692193283876': 'Image 0 of STRIPE CROPPED SHIRT WITH TIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4688/003/049/2/w/448/4688003049_2_1_1.jpg?ts=1692193284927': 'Image 1 of STRIPE CROPPED SHIRT WITH TIE from Zara'}]",women,SHIRTS,stripe crop shirt tie,shirt feature lapel neck long cuff sleeve faux pipe pocket tie detail fabric buttonup,Top,faux,lapel shirt,other,crop long,faux lapel shirt crop long,This is a stripe crop shirt tie made of faux with crop long coverage. It is suitable for warm or hot weather.,warm weather
2464,"[{'https://static.zara.net/photos///2023/I/0/1/p/8317/711/072/2/w/448/8317711072_1_1_1.jpg?ts=1692699026085': 'Image 0 of PLUMETIS SHIRT WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8317/711/072/2/w/448/8317711072_2_1_1.jpg?ts=1692699024298': 'Image 1 of PLUMETIS SHIRT WITH RUFFLES from Zara'}]",women,SHIRTS,plumetis shirt ruffle,semisheer collared shirt long sleeve ruffle trim buttonup garment line,Top,semisheer,shirt,other,long,semisheer shirt long,This is a plumetis shirt ruffle made of semisheer with long coverage. It is suitable for mild or cool weather.,mild weather
2465,"[{'https://static.zara.net/photos///2023/I/0/1/p/7627/187/712/12/w/448/7627187712_1_1_1.jpg?ts=1690987260744': 'Image 0 of ASYMMETRIC CAPE BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7627/187/712/12/w/448/7627187712_2_1_1.jpg?ts=1690987260365': 'Image 1 of ASYMMETRIC CAPE BLOUSE from Zara'}]",women,SHIRTS,asymmetric cape blouse,long cape blouse round neck sleeve fall elbow asymmetric hem,Top,other,blouse cape,other,long,blouse cape long,This is a asymmetric cape blouse made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2466,"[{'https://static.zara.net/photos///2023/I/0/1/p/8074/576/431/2/w/448/8074576431_1_1_1.jpg?ts=1690386809866': 'Image 0 of FLOWING OVERSIZE BLOUSE WITH GATHERED DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8074/576/431/2/w/448/8074576431_2_1_1.jpg?ts=1690386811088': 'Image 1 of FLOWING OVERSIZE BLOUSE WITH GATHERED DETAIL from Zara'}]",women,SHIRTS,flow oversize blouse gather detail,oversize blouse vneck long sleeve gather detail vent hem fasten matching cover button,Top,other,blouse,other,long,blouse long,This is a flow oversize blouse gather detail made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2467,"[{'https://static.zara.net/photos///2023/I/0/1/p/7521/263/712/2/w/449/7521263712_1_1_1.jpg?ts=1689665200904': 'Image 0 of LONG EMBROIDERED BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7521/263/712/2/w/448/7521263712_2_1_1.jpg?ts=1689665199706': 'Image 1 of LONG EMBROIDERED BLOUSE from Zara'}]",women,SHIRTS,long embroider blouse,long blouse viscose blend round neck short sleeve mirroreffect appliqué contrast embroidery,Top,viscose,blouse short,other,long short,viscose blouse short long short,This is a long embroider blouse made of viscose with long short coverage. It is suitable for warm or hot weather.,warm weather
2468,"[{'https://static.zara.net/photos///2023/I/0/1/p/7873/566/800/2/w/448/7873566800_1_1_1.jpg?ts=1689761558510': 'Image 0 of LONG SEMI-SHEER BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7873/566/800/2/w/448/7873566800_2_1_1.jpg?ts=1689761554106': 'Image 1 of LONG SEMI-SHEER BLOUSE from Zara'}]",women,SHIRTS,long semisheer blouse,long blouse viscose feature vneckline short sleeve asymmetric hem vent,Top,semisheer viscose,blouse short,other,long short,semisheer viscose blouse short long short,This is a long semisheer blouse made of semisheer viscose with long short coverage. It is suitable for warm or hot weather.,warm weather
2469,"[{'https://static.zara.net/photos///2023/I/0/1/p/8090/920/250/2/w/448/8090920250_1_1_1.jpg?ts=1689939073171': 'Image 0 of OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8090/920/250/2/w/448/8090920250_2_1_1.jpg?ts=1689939074199': 'Image 1 of OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS from Zara'}]",women,SHIRTS,oversize blouse goldtone button,oversize blouse feature johnny collar long sleeve patch pocket hem vent fasten goldtone button,Top,other,blouse,other,long,blouse long,This is a oversize blouse goldtone button made of other with long coverage. It is suitable for mild or cool weather.,mild weather
2470,"[{'https://static.zara.net/photos///2023/I/0/1/p/3067/025/802/2/w/448/3067025802_1_1_1.jpg?ts=1689176606519': 'Image 0 of CROPPED STRIPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3067/025/802/2/w/448/3067025802_2_1_1.jpg?ts=1689176603724': 'Image 1 of CROPPED STRIPED SHIRT from Zara'}]",women,SHIRTS,crop striped shirt,collar shirt feature long sleeve pleated cuff chest patch pocket buttonup hide placket,Top,other,shirt,other,crop long,shirt crop long,This is a crop striped shirt made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
2471,"[{'https://static.zara.net/photos///2023/I/0/1/p/7749/351/123/2/w/448/7749351123_1_1_1.jpg?ts=1686669400529': 'Image 0 of OVERSIZE LINEN BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7749/351/123/2/w/448/7749351123_2_1_1.jpg?ts=1686669400586': 'Image 1 of OVERSIZE LINEN BLEND SHIRT from Zara'}]",women,SHIRTS,oversize linen blend shirt,collar shirt linen cotton blend fabric sleeve fall elbow button fasten hide placket,Top,cotton linen,shirt,other,other,cotton linen shirt,This is a oversize linen blend shirt made of cotton linen with other coverage. It is suitable for warm or hot weather.,warm weather
2472,"[{'https://static.zara.net/photos///2023/I/0/1/p/7843/707/250/2/w/448/7843707250_1_1_1.jpg?ts=1685358959194': 'Image 0 of 100% LINEN BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7843/707/250/2/w/448/7843707250_6_1_1.jpg?ts=1685524644592': 'Image 1 of 100% LINEN BLOUSE from Zara'}]",women,SHIRTS,linen blouse,blouse feature vneck button long sleeve,Top,linen,blouse,other,long,linen blouse long,This is a linen blouse made of linen with long coverage. It is suitable for warm or hot weather.,warm weather
2473,"[{'https://static.zara.net/photos///2023/I/0/1/p/9479/281/044/2/w/448/9479281044_1_1_1.jpg?ts=1691154412915': 'Image 0 of STRIPED POPLIN BLOUSE WITH VENTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9479/281/044/2/w/448/9479281044_2_1_1.jpg?ts=1691154413175': 'Image 1 of STRIPED POPLIN BLOUSE WITH VENTS from Zara'}]",women,SHIRTS,stripe poplin blouse vent,blouse cotton blend fabric vneckline long voluminous sleeve asymmetric hem vent buttonup,Top,cotton poplin,blouse,other,long,cotton poplin blouse long,This is a stripe poplin blouse vent made of cotton poplin with long coverage. It is suitable for mild or cool weather.,mild weather
2474,"[{'https://static.zara.net/photos///2023/I/0/1/p/4437/249/707/2/w/448/4437249707_1_1_1.jpg?ts=1688725166564': 'Image 0 of CROPPED POPLIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4437/249/707/2/w/448/4437249707_2_1_1.jpg?ts=1688725167362': 'Image 1 of CROPPED POPLIN SHIRT from Zara'}]",women,SHIRTS,crop poplin shirt,crop collared shirt short sleeve adjustable hem drawstring fabric buttonup,Top,poplin,shirt short,other,crop short,poplin shirt short crop short,This is a crop poplin shirt made of poplin with crop short coverage. It is suitable for warm or hot weather.,warm weather
