product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/1/p/6399/204/800/2/w/448/6399204800_1_1_1.jpg?ts=1691675320062': 'Image 0 of LEATHER BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6399/204/800/2/w/448/6399204800_2_1_1.jpg?ts=1691675319819': 'Image 1 of LEATHER BELT from Zara'}]",women,ACCESSORIES,leather belt,leather belt fasten metal buckle belt loop,Accessories,leather,belt,other,other,leather belt,This is a leather belt made of leather. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/224/808/2/w/448/1856224808_1_1_1.jpg?ts=1689929449635': 'Image 0 of METAL NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/224/808/2/w/448/1856224808_2_1_1.jpg?ts=1689929454452': 'Image 1 of METAL NECKLACE from Zara'}]",women,ACCESSORIES,metal necklace,rigid metal necklace,Accessories,other,necklace,other,other,necklace,This is a metal necklace,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/255/303/17/w/448/1856255303_1_1_1.jpg?ts=1691582964428': 'Image 0 of PACK OF HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/255/303/2/w/448/1856255303_6_1_1.jpg?ts=1691136136526': 'Image 1 of PACK OF HOOP EARRINGS from Zara'}]",women,ACCESSORIES,pack hoop earring,metal earring click fasten metal earring rhinestone appliqué click fasten metal earring rhinestone appliqué pushback fasten,Accessories,other,earring,other,other,earring,This is a pack hoop earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/286/881/2/w/448/1856286881_1_1_1.jpg?ts=1691675320097': 'Image 0 of MINI HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/286/881/2/w/448/1856286881_2_1_1.jpg?ts=1691675319747': 'Image 1 of MINI HOOP EARRINGS from Zara'}]",women,ACCESSORIES,mini hoop earring,small metal hoop earring pushback closure,Accessories,other,earring,other,mini,earring mini,This is a mini hoop earring with mini coverage,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/256/808/2/w/448/1856256808_1_1_1.jpg?ts=1690530689657': 'Image 0 of PACK OF HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/256/808/2/w/448/1856256808_2_1_1.jpg?ts=1690530689449': 'Image 1 of PACK OF HOOP EARRINGS from Zara'}]",women,ACCESSORIES,pack hoop earring,metal earring pushback fasten metal earring pushback fasten,Accessories,other,earring,other,other,earring,This is a pack hoop earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/261/303/3/w/448/1856261303_1_1_1.jpg?ts=1690546400498': 'Image 0 of PACK OF RHINESTONE NECKLACES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/261/303/3/w/448/1856261303_2_1_1.jpg?ts=1690546400623': 'Image 1 of PACK OF RHINESTONE NECKLACES from Zara'}]",women,ACCESSORIES,pack rhinestone necklace,twopack necklace metal necklace metal necklace rhinestone appliqué,Accessories,other,necklace,other,other,necklace,This is a pack rhinestone necklace,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/263/303/17/w/448/1856263303_1_1_1.jpg?ts=1691583037173': 'Image 0 of PACK OF BEAD AND RHINESTONE CHAINS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/263/303/2/w/448/1856263303_6_1_1.jpg?ts=1691136068132': 'Image 1 of PACK OF BEAD AND RHINESTONE CHAINS from Zara'}]",women,ACCESSORIES,pack bead rhinestone chain,pack chain thin metal bead chain lobster clasp fasten thin metal chain rhinestone appliqués lobster clasp fasteningview,Accessories,other,other,other,other,,This is a pack bead rhinestone chain,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/260/303/3/w/448/1856260303_1_1_1.jpg?ts=1690546400539': 'Image 0 of PACK OF FRESH WATER PEARL BEAD NECKLACES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/260/303/2/w/448/1856260303_6_1_1.jpg?ts=1690533839633': 'Image 1 of PACK OF FRESH WATER PEARL BEAD NECKLACES from Zara'}]",women,ACCESSORIES,pack fresh water pearl bead necklace,twopack necklace metal necklace metal necklace faux pearl bead appliqué,Accessories,faux,necklace,water,other,faux necklace water,This is a pack fresh water pearl bead necklace made of faux,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/342/303/2/w/448/1856342303_1_1_1.jpg?ts=1692193785852': 'Image 0 of TWISTED EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/342/303/2/w/448/1856342303_6_1_1.jpg?ts=1692009443174': 'Image 1 of TWISTED EARRINGS from Zara'}]",women,ACCESSORIES,twisted earring,twisted dangle earring pushback fasten,Accessories,other,earring,other,other,earring,This is a twisted earring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/258/303/2/w/448/1856258303_1_1_1.jpg?ts=1691049410029': 'Image 0 of ROLLED HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/258/303/2/w/448/1856258303_2_1_1.jpg?ts=1691049410424': 'Image 1 of ROLLED HOOP EARRINGS from Zara'}]",women,ACCESSORIES,roll hoop earring,twisted metal hoop earring pushback closure,Accessories,other,earring,other,other,earring,This is a roll hoop earring,mild weather
"[{'https://static.zara.net/photos///2022/I/2/1/p/4550/511/800/2/w/448/4550511800_6_1_1.jpg?ts=1659955085289': 'Image 0 of EYELASH CURLER from Zara'}, {'https://static.zara.net/photos///2022/I/2/1/p/4550/511/800/2/w/448/4550511800_6_2_1.jpg?ts=1659522818000': 'Image 1 of EYELASH CURLER from Zara'}]",men,ACCESSORIES,eyelash curler,allow eyelash curl raise single movement intense finish apply mascara include replacement pad,Accessories,other,other,other,other,,This is a eyelash curler,warm weather
[{'https://static.zara.net/photos///2022/I/2/1/p/4140/504/250/2/w/448/4140504250_6_1_1.jpg?ts=1661418125014': 'Image 0 of EYE BRUSH #1 from Zara'}],men,ACCESSORIES,eye brush,small eye brush design blend apply eye shadow precise way achieve intense finish high pigment,Accessories,other,other,other,other,,This is a eye brush,mild weather
[{'https://static.zara.net/photos///2023/V/2/1/p/4140/500/357/2/w/448/4140500357_6_1_1.jpg?ts=1686222829398': 'Image 0 of MAKEUP SPONGE from Zara'}],men,ACCESSORIES,makeup sponge,makeup sponge specially design liquid cream formula allow simple precise adjustable application achieve natural finish instruction use moisten sponge water drain excess water use rounded apply liquid cream formula blot skin use flat tip precise application use wash sponge soap water drain remove excess water air dryview,Accessories,other,other,water,other,water,This is a makeup sponge,mild weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/2750/422/700/202/w/489/2750422700_6_1_1.jpg?ts=1678959020747': 'Image 0 of RECTANGULAR SUNGLASSES from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2750/422/700/202/w/489/2750422700_6_2_1.jpg?ts=1678959022651': 'Image 1 of RECTANGULAR SUNGLASSES from Zara'}]",men,ACCESSORIES,rectangular sunglass,sunglass acetate frame polarise lense case includeduvuva protection category origin special collectionview,Accessories,acetate,other,other,other,acetate,This is a rectangular sunglass made of acetate,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4442/311/555/2/w/448/4442311555_6_1_1.jpg?ts=1692790057824': 'Image 0 of 3-PACK OF ASSORTED BOXERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4442/311/555/2/w/448/4442311555_6_2_1.jpg?ts=1692790057662': 'Image 1 of 3-PACK OF ASSORTED BOXERS from Zara'}]",men,ACCESSORIES,pack assorted boxer,pack boxer elastic waistband fabric fade finish,Accessories,other,other,other,other,,This is a pack assorted boxer,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5717/301/705/2/w/448/5717301705_6_1_1.jpg?ts=1689260306274': 'Image 0 of LEATHER BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5717/301/705/2/w/448/5717301705_6_2_1.jpg?ts=1689260306523': 'Image 1 of LEATHER BELT from Zara'}]",men,ACCESSORIES,leather belt,leather belt nubuck finish fasten metal buckle loop,Accessories,leather,belt,other,other,leather belt,This is a leather belt made of leather. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6399/401/737/2/w/448/6399401737_6_1_1.jpg?ts=1683819347036': 'Image 0 of SPLIT SUEDE BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6399/401/737/2/w/448/6399401737_6_2_1.jpg?ts=1683819347068': 'Image 1 of SPLIT SUEDE BELT from Zara'}]",men,ACCESSORIES,split suede belt,leather belt split suede finish topstitche detail fasten metal buckle belt loop,Accessories,leather suede,belt,other,other,leather suede belt,This is a split suede belt made of leather suede. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2823/303/746/2/w/448/2823303746_6_1_1.jpg?ts=1686123672080': 'Image 0 of CONTRAST LEATHER BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2823/303/746/2/w/448/2823303746_6_2_1.jpg?ts=1686123672559': 'Image 1 of CONTRAST LEATHER BELT from Zara'}]",men,ACCESSORIES,contrast leather belt,leather belt contrast topstitche detail fasten metal buckle loop,Accessories,leather,belt,other,other,leather belt,This is a contrast leather belt made of leather. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/303/555/2/w/448/0495303555_1_1_1.jpg?ts=1687346678282': 'Image 0 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/303/555/2/w/448/0495303555_2_1_1.jpg?ts=1687346677448': 'Image 1 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,geometric print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,other,trunk,This is a geometric print swimming trunk,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/367/712/2/w/448/8574367712_6_1_1.jpg?ts=1689162979212': 'Image 0 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/367/712/2/w/448/8574367712_6_2_1.jpg?ts=1689162979395': 'Image 1 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,long tiedye swimming trunk,swimming trunk technical fabric adjustable elasticate waistband pocket zip pocket lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,long,trunk long,This is a long tiedye swimming trunk with long coverage. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0495/307/712/2/w/448/0495307712_1_1_1.jpg?ts=1686064939700': 'Image 0 of ABSTRACT PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0495/307/712/2/w/448/0495307712_2_1_1.jpg?ts=1686064941973': 'Image 1 of ABSTRACT PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,abstract print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre welt pocket patch pocket detail lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,other,trunk,This is a abstract print swimming trunk,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/308/406/2/w/448/8574308406_1_1_1.jpg?ts=1687346680923': 'Image 0 of FLORAL PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/308/406/2/w/448/8574308406_2_1_1.jpg?ts=1687346683629': 'Image 1 of FLORAL PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,floral print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket patch pocket flap lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,other,trunk,This is a floral print swimming trunk,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/310/620/2/w/448/0495310620_6_1_1.jpg?ts=1684426407643': 'Image 0 of BLEND PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/310/620/2/w/448/0495310620_6_2_1.jpg?ts=1684426407807': 'Image 1 of BLEND PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,blend print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,other,trunk,This is a blend print swimming trunk,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/313/802/2/w/448/0495313802_1_1_1.jpg?ts=1687346678711': 'Image 0 of LONG PRINTED SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/313/802/2/w/448/0495313802_2_1_1.jpg?ts=1687346681529': 'Image 1 of LONG PRINTED SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,long print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,long,trunk long,This is a long print swimming trunk with long coverage. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/386/400/2/w/448/8574386400_1_1_1.jpg?ts=1689157211794': 'Image 0 of PAISLEY PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/386/400/2/w/448/8574386400_2_1_1.jpg?ts=1689157211018': 'Image 1 of PAISLEY PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,paisley print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstring pocket rear patch pocket lining length inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,other,trunk,This is a paisley print swimming trunk,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/375/400/2/w/448/8574375400_1_1_1.jpg?ts=1689157208773': 'Image 0 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/375/400/2/w/448/8574375400_2_1_1.jpg?ts=1689157214334': 'Image 1 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,ACCESSORIES,long geometric print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstring pocket rear patch pocket lining length inner leg seam cm length outer leg seam cm view,Accessories,other,trunk,other,long,trunk long,This is a long geometric print swimming trunk with long coverage. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2021/I/0/2/p/5213/502/800/2/w/448/5213502800_6_1_1.jpg?ts=1637143495324': 'Image 0 of SILK OTTOMAN BOW TIE from Zara'}, {'https://static.zara.net/photos///2021/I/0/2/p/5213/502/800/2/w/448/5213502800_6_2_1.jpg?ts=1637143505277': 'Image 1 of SILK OTTOMAN BOW TIE from Zara'}]",men,ACCESSORIES,silk ottoman bow tie,bow tie silk adjustable elastic metal hook,Accessories,silk,bow,other,other,silk bow,This is a silk ottoman bow tie made of silk. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/9065/316/807/82/w/448/9065316807_1_1_1.jpg?ts=1692259614857': 'Image 0 of DENIM CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/316/807/2/w/448/9065316807_6_1_1.jpg?ts=1690371232866': 'Image 1 of DENIM CAP from Zara'}]",men,ACCESSORIES,denim cap,fade peak cap adjustable,Accessories,denim,cap denim,other,other,denim cap denim,This is a denim cap made of denim. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/9065/300/712/2/w/448/9065300712_2_2_1.jpg?ts=1681397012740': 'Image 0 of SOFT CAP from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9065/300/712/2/w/448/9065300712_6_1_1.jpg?ts=1680518960572': 'Image 1 of SOFT CAP from Zara'}]",men,ACCESSORIES,soft cap,peak cap adjustable strap,Accessories,other,cap,other,other,cap,This is a soft cap,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/319/806/2/w/448/9065319806_6_1_1.jpg?ts=1692008109598': 'Image 0 of FADED TEXTURED CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/319/806/2/w/448/9065319806_6_2_1.jpg?ts=1690902033192': 'Image 1 of FADED TEXTURED CAP from Zara'}]",men,ACCESSORIES,fade texture cap,peak cap embroider detail adjustable drawstring,Accessories,other,cap,other,other,cap,This is a fade texture cap,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/321/639/2/w/448/9065321639_6_1_1.jpg?ts=1688713058835': 'Image 0 of TEXTURED CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/321/639/2/w/448/9065321639_6_2_1.jpg?ts=1688713058674': 'Image 1 of TEXTURED CAP from Zara'}]",men,ACCESSORIES,texture cap,peak cap adjustable strap fastening,Accessories,other,cap,other,other,cap,This is a texture cap,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/313/712/2/w/448/9065313712_6_1_1.jpg?ts=1690470215596': 'Image 0 of TEXTURED PEAK CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/313/712/2/w/448/9065313712_6_2_1.jpg?ts=1690470215512': 'Image 1 of TEXTURED PEAK CAP from Zara'}]",men,ACCESSORIES,texture peak cap,visor adjustable strap,Accessories,other,cap,other,other,cap,This is a texture peak cap,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/9065/513/600/22/w/448/9065513600_1_1_1.jpg?ts=1688394110056': 'Image 0 of CAP WITH CONTRAST PATCH from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9065/513/600/22/w/448/9065513600_2_1_1.jpg?ts=1688394110538': 'Image 1 of CAP WITH CONTRAST PATCH from Zara'}]",men,ACCESSORIES,cap contrast patch,peak cap contrast patch detail adjustable,Accessories,other,cap,other,other,cap,This is a cap contrast patch,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/302/700/2/w/448/9065302700_6_1_1.jpg?ts=1690371234507': 'Image 0 of CAP WITH CONTRAST EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/302/700/2/w/448/9065302700_6_2_1.jpg?ts=1690371234243': 'Image 1 of CAP WITH CONTRAST EMBROIDERY from Zara'}]",men,ACCESSORIES,cap contrast embroidery,peak cap contrast embroider detail adjustable,Accessories,other,cap,other,other,cap,This is a cap contrast embroidery,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/317/500/2/w/448/9065317500_6_1_1.jpg?ts=1688713059825': 'Image 0 of CAP WITH EMBROIDERED SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/317/500/2/w/448/9065317500_6_2_1.jpg?ts=1688713058500': 'Image 1 of CAP WITH EMBROIDERED SLOGAN from Zara'}]",men,ACCESSORIES,cap embroider slogan,peak cap matching embroidery slogan adjustable fastening,Accessories,other,cap,other,other,cap,This is a cap embroider slogan,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9065/320/506/2/w/448/9065320506_6_1_1.jpg?ts=1688713669140': 'Image 0 of CAP WITH EMBROIDERED SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9065/320/506/2/w/448/9065320506_6_2_1.jpg?ts=1688713669178': 'Image 1 of CAP WITH EMBROIDERED SLOGAN from Zara'}]",men,ACCESSORIES,cap embroider slogan,peak cap contrast embroidery slogan adjustable fastening,Accessories,other,cap,other,other,cap,This is a cap embroider slogan,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1012/306/808/22/w/448/1012306808_1_1_1.jpg?ts=1688393920863': 'Image 0 of 2-PACK OF STONE RINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1012/306/808/22/w/448/1012306808_2_1_1.jpg?ts=1688393921254': 'Image 1 of 2-PACK OF STONE RINGS from Zara'}]",men,ACCESSORIES,pack stone ring,pack metal ring contrast stone mm silverplated finishmeasurementssize m circumference mm diameter mmsize l circumference mm diameter mmview,Accessories,other,ring,other,other,ring,This is a pack stone ring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/330/808/2/w/448/8435330808_6_1_1.jpg?ts=1692350271581': 'Image 0 of METAL LINK CHAIN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/330/808/2/w/0/8435330808_6_2_1.jpg?ts=1692350272258': 'Image 1 of METAL LINK CHAIN from Zara'}]",men,ACCESSORIES,metal link chain,chain comprise metal chain link bar closurelength medium,Accessories,other,other,other,other,,This is a metal link chain,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1012/300/808/22/w/448/1012300808_1_1_1.jpg?ts=1688393776124': 'Image 0 of CHAIN PENDANT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1012/300/808/22/w/0/1012300808_2_1_1.jpg?ts=1688393774258': 'Image 1 of CHAIN PENDANT from Zara'}]",men,ACCESSORIES,chain pendant,metal chain match pendant detail mm silverplated finish lobster clasp fasteninglength medium,Accessories,other,pendant,other,other,pendant,This is a chain pendant,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/305/910/2/w/448/8435305910_6_1_1.jpg?ts=1689941559216': 'Image 0 of METAL LINK CHAIN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/305/910/2/w/448/8435305910_6_2_1.jpg?ts=1689939255718': 'Image 1 of METAL LINK CHAIN from Zara'}]",men,ACCESSORIES,metal link chain,chain comprise metal chain link lobster clasp closurelength medium,Accessories,other,other,other,other,,This is a metal link chain,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/303/808/2/w/448/8435303808_6_1_1.jpg?ts=1689941559253': 'Image 0 of METAL LINK CHAIN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/303/808/2/w/448/8435303808_6_2_1.jpg?ts=1689939255370': 'Image 1 of METAL LINK CHAIN from Zara'}]",men,ACCESSORIES,metal link chain,chain comprise metal link mm silverplated finish lobster clasp fasteninglength medium,Accessories,other,other,other,other,,This is a metal link chain,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1012/301/808/2/w/448/1012301808_6_1_1.jpg?ts=1688111365684': 'Image 0 of CONTRAST CHAIN WITH PEARL BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1012/301/808/2/w/448/1012301808_6_2_1.jpg?ts=1688111365656': 'Image 1 of CONTRAST CHAIN WITH PEARL BEADS from Zara'}]",men,ACCESSORIES,contrast chain pearl bead,contrast metal chain pearl bead mm silverplated finish lobster clasp fasteninglength medium,Accessories,other,other,other,other,,This is a contrast chain pearl bead,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/331/808/2/w/448/8435331808_6_1_1.jpg?ts=1692350271721': 'Image 0 of ENGRAVED CHAIN LINK BRACELET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/331/808/2/w/448/8435331808_6_2_1.jpg?ts=1692350272340': 'Image 1 of ENGRAVED CHAIN LINK BRACELET from Zara'}]",men,ACCESSORIES,engrave chain link bracelet,bracelet comprise metal link engrave slogan detail clasp fasten,Accessories,other,bracelet,other,other,bracelet,This is a engrave chain link bracelet,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/306/808/2/w/448/8435306808_6_1_1.jpg?ts=1690447147351': 'Image 0 of CHAIN LINK BRACELET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/306/808/2/w/448/8435306808_6_2_1.jpg?ts=1689939255770': 'Image 1 of CHAIN LINK BRACELET from Zara'}]",men,ACCESSORIES,chain link bracelet,bracelet comprise metal link mm silverplated finish lobster clasp fasten,Accessories,other,bracelet,other,other,bracelet,This is a chain link bracelet,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8435/308/910/2/w/448/8435308910_6_1_1.jpg?ts=1689939256884': 'Image 0 of BRACELET WITH METAL LINKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8435/308/910/2/w/448/8435308910_6_2_1.jpg?ts=1689939257089': 'Image 1 of BRACELET WITH METAL LINKS from Zara'}]",men,ACCESSORIES,bracelet metal link,bracelet metal chain link lobster clasp closure,Accessories,other,bracelet,other,other,bracelet,This is a bracelet metal link,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1012/304/808/2/w/448/1012304808_6_1_1.jpg?ts=1688111365318': 'Image 0 of IRREGULAR RIGID BRACELET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1012/304/808/2/w/448/1012304808_6_2_1.jpg?ts=1688111365908': 'Image 1 of IRREGULAR RIGID BRACELET from Zara'}]",men,ACCESSORIES,irregular rigid bracelet,open metal bracelet irregular mm silverplated finish,Accessories,other,bracelet,other,other,bracelet,This is a irregular rigid bracelet,cool weather
"[{'https://static.zara.net/photos///2023/I/1/2/p/3902/220/032/2/w/448/3902220032_6_1_1.jpg?ts=1688726746043': 'Image 0 of MINI NYLON MESSENGER BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3902/220/032/2/w/448/3902220032_6_2_1.jpg?ts=1688726745996': 'Image 1 of MINI NYLON MESSENGER BAG from Zara'}]",men,ACCESSORIES,mini nylon messenger bag,crossbody bag soft design main compartment flap fasten metal hook adjustable strapheight x length x width x x cm x x view,Accessories,nylon,bag,other,mini,nylon bag mini,This is a mini nylon messenger bag made of nylon with mini coverage,mild weather
"[{'https://static.zara.net/photos///2023/I/1/2/p/3612/220/800/2/w/448/3612220800_2_1_1.jpg?ts=1692627350574': 'Image 0 of MINI CROSSBODY BAG WITH FLAP from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3612/220/800/2/w/448/3612220800_2_2_1.jpg?ts=1692627348336': 'Image 1 of MINI CROSSBODY BAG WITH FLAP from Zara'}]",men,ACCESSORIES,mini crossbody bag flap,crossbody bag soft construction main compartment zip closure inside small pocket closure pocket magnetic closure flap adjustable detachable shoulder strapheight x length x width x x cm x x view,Accessories,other,bag,other,mini,bag mini,This is a mini crossbody bag flap with mini coverage,mild weather
"[{'https://static.zara.net/photos///2023/I/1/2/p/3905/220/032/2/w/448/3905220032_6_1_1.jpg?ts=1688052334618': 'Image 0 of BAG WITH MULTIPLE POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3905/220/032/2/w/448/3905220032_6_2_1.jpg?ts=1688052340223': 'Image 1 of BAG WITH MULTIPLE POCKETS from Zara'}]",men,ACCESSORIES,bag multiple pocket,handbag multiple detachable pocket central hoop main bag zip closure inside small pocket closure second small bucket bag gather drawstre closure small bag purse case headphone compatible airpod size adjustable shoulder strapmain pocket length x height x cm x bucket pocket length x height x width x x cm x x purse pocket height x length x cm x view,Accessories,other,bag,other,other,bag,This is a bag multiple pocket,mild weather
"[{'https://static.zara.net/photos///2023/I/1/2/p/3907/220/400/2/w/448/3907220400_6_1_1.jpg?ts=1688127031862': 'Image 0 of DENIM EARPHONE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3907/220/400/2/w/448/3907220400_6_2_1.jpg?ts=1688127032126': 'Image 1 of DENIM EARPHONE BAG from Zara'}]",men,ACCESSORIES,denim earphone bag,earphone bag denim zip closure adjustable detachable cordheight x length x width x x cm x x,Accessories,denim,bag denim earphone,other,other,denim bag denim earphone,This is a denim earphone bag made of denim. It is suitable for mild or cool weather.,mild weather
