product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
2520,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/229/330/2/w/448/8372229330_1_1_1.jpg?ts=1684495937594': 'Image 0 of TIE-DYE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/229/330/2/w/448/8372229330_2_1_1.jpg?ts=1684495937380': 'Image 1 of TIE-DYE SHIRT from Zara'}]",women,SHIRTS,tiedye shirt,collar shirt short sleeve buttonup,Top,shirt short short
2521,"[{'https://static.zara.net/photos///2023/I/0/1/p/5427/002/800/2/w/448/5427002800_1_1_1.jpg?ts=1688485221464': 'Image 0 of KNOTTED LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5427/002/800/2/w/448/5427002800_2_1_1.jpg?ts=1688485220729': 'Image 1 of KNOTTED LINEN SHIRT from Zara'}]",women,SHIRTS,knot linen shirt,shirt linen plunge vneckline long cuff sleeve knot fasten hem,Top,linen shirt long
2522,"[{'https://static.zara.net/photos///2023/I/0/1/p/9479/245/804/2/w/448/9479245804_1_1_1.jpg?ts=1685374127621': 'Image 0 of FLOWING CROPPED BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9479/245/804/2/w/448/9479245804_2_1_1.jpg?ts=1685374127358': 'Image 1 of FLOWING CROPPED BOMBER JACKET from Zara'}]",women,SHIRTS,flow cropped bomber jacket,crop bomber jacket viscose round neck long sleeve cuff elastic hem buttonup,Top,viscose bomber jacket bomber crop cropped long
2523,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/251/250/2/w/448/4043251250_1_1_1.jpg?ts=1689335050043': 'Image 0 of LINEN BLEND FRAYED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/251/250/2/w/448/4043251250_2_1_1.jpg?ts=1689335054530': 'Image 1 of LINEN BLEND FRAYED SHIRT from Zara'}]",women,SHIRTS,linen blend fray shirt,shirt linen blend fabric lapel collar long sleeve patch pocket adjustable opening detail tie fabric fray hem buttonup,Top,linen lapel shirt long
2524,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/278/300/2/w/448/4786278300_1_1_1.jpg?ts=1688997271126': 'Image 0 of VOLUMINOUS RAMIE BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/278/300/2/w/0/4786278300_2_1_1.jpg?ts=1688997273064': 'Image 1 of VOLUMINOUS RAMIE BLOUSE from Zara'}]",women,SHIRTS,voluminous ramie blouse,blouse ramie round neck voluminous long sleeve buttonup,Top,ramie blouse long
2525,"[{'https://static.zara.net/photos///2023/I/0/1/p/4437/243/711/2/w/448/4437243711_1_1_1.jpg?ts=1685954806890': 'Image 0 of RUSTIC TEXTURED BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4437/243/711/2/w/448/4437243711_2_1_1.jpg?ts=1685954808172': 'Image 1 of RUSTIC TEXTURED BLOUSE from Zara'}]",women,SHIRTS,rustic texture blouse,blouse cotton linen blend feature round neckline long sleeve fray trim asymmetric hem,Top,cotton linen blouse long
2526,"[{'https://static.zara.net/photos///2023/I/0/1/p/7969/070/098/2/w/448/7969070098_1_1_1.jpg?ts=1684915903094': 'Image 0 of CROSSOVER SHIRT WITH POLKA DOTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7969/070/098/2/w/448/7969070098_2_1_1.jpg?ts=1684915901563': 'Image 1 of CROSSOVER SHIRT WITH POLKA DOTS from Zara'}]",women,SHIRTS,crossover shirt polka dot,crop shirt vneck sleeve fall elbow wrapstyle knot fasten,Top,shirt crop
2527,"[{'https://static.zara.net/photos///2023/I/0/1/p/8197/270/406/2/w/448/8197270406_1_1_1.jpg?ts=1689176936053': 'Image 0 of DENIM TRF SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8197/270/406/2/w/448/8197270406_2_1_1.jpg?ts=1689176940571': 'Image 1 of DENIM TRF SHIRT from Zara'}]",women,SHIRTS,denim trf shirt,collar shirt flow denim fabric dropshoulder long sleeve cuff patch pocket fray hem buttonup,Top,denim denim shirt long
2528,"[{'https://static.zara.net/photos///2023/I/0/1/p/1821/121/064/2/w/448/1821121064_1_1_1.jpg?ts=1686234645696': 'Image 0 of EMBROIDERED BLOUSE WITH BEADING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1821/121/064/2/w/448/1821121064_6_1_1.jpg?ts=1687427787144': 'Image 1 of EMBROIDERED BLOUSE WITH BEADING from Zara'}]",women,SHIRTS,embroider blouse beading,blouse feature slot collar long sleeve embroider detail bead appliqué buttonup,Top,blouse long
2529,"[{'https://static.zara.net/photos///2023/I/0/1/p/8197/272/400/2/w/448/8197272400_1_1_1.jpg?ts=1685534063978': 'Image 0 of ASYMMETRIC DENIM TRF SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8197/272/400/2/w/448/8197272400_2_1_1.jpg?ts=1685534063447': 'Image 1 of ASYMMETRIC DENIM TRF SHIRT from Zara'}]",women,SHIRTS,asymmetric denim trf shirt,crop shirt asymmetric neckline long cuff sleeve fray hem buttonup,Top,denim denim shirt crop long
2530,"[{'https://static.zara.net/photos///2023/I/0/1/p/7749/366/305/2/w/448/7749366305_1_1_1.jpg?ts=1686669390176': 'Image 0 of OVERSIZED LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7749/366/305/2/w/448/7749366305_2_1_1.jpg?ts=1686669400684': 'Image 1 of OVERSIZED LINEN SHIRT from Zara'}]",women,SHIRTS,oversized linen shirt,loosefitte collared shirt linen fabric sleeve fall elbow fasten conceal button,Top,linen shirt
2531,"[{'https://static.zara.net/photos///2023/I/0/1/p/7842/707/250/2/w/448/7842707250_1_1_1.jpg?ts=1685358959150': 'Image 0 of 100% LINEN SHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7842/707/250/2/w/448/7842707250_2_1_1.jpg?ts=1685358959032': 'Image 1 of 100% LINEN SHIRT WITH POCKETS from Zara'}]",women,SHIRTS,linen shirt pocket,collar shirt long sleeve patch pocket flap buttonup hide placket,Top,linen shirt long
2532,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/279/064/2/w/448/8372279064_1_1_1.jpg?ts=1690974865164': 'Image 0 of PRINTED BLOUSE WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/279/064/2/w/448/8372279064_2_1_1.jpg?ts=1690974866947': 'Image 1 of PRINTED BLOUSE WITH RUFFLES from Zara'}]",women,SHIRTS,print blouse ruffle,blouse feature ruffle vneck long sleeve metallic thread detail,Top,blouse long
2533,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/258/807/2/w/448/4043258807_6_1_1.jpg?ts=1689260840142': 'Image 0 of LINEN BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/258/807/2/w/448/4043258807_6_2_1.jpg?ts=1689260840381': 'Image 1 of LINEN BLOUSE from Zara'}]",women,SHIRTS,linen blouse,blouse linen feature round neckline short sleeve fray trim,Top,linen blouse short short
2534,"[{'https://static.zara.net/photos///2023/I/0/1/p/3992/240/629/2/w/448/3992240629_1_1_1.jpg?ts=1691594632364': 'Image 0 of BLOUSE WITH OPEN BACK from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3992/240/629/2/w/448/3992240629_2_1_1.jpg?ts=1691594632481': 'Image 1 of BLOUSE WITH OPEN BACK from Zara'}]",women,SHIRTS,blouse open,blouse cotton round neck long flare sleeve slit open creased fabric detail fray trim fabric,Top,cotton blouse long
2535,"[{'https://static.zara.net/photos///2023/I/0/1/p/7922/478/712/2/w/448/7922478712_1_1_1.jpg?ts=1685091466731': 'Image 0 of SHIRT WITH BOW AND FAUX PEARL BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7922/478/712/2/w/448/7922478712_2_1_1.jpg?ts=1685091467333': 'Image 1 of SHIRT WITH BOW AND FAUX PEARL BUTTONS from Zara'}]",women,SHIRTS,shirt bow faux pearl button,collar shirt bow short sleeve fasten faux pearl button,Top,faux bow shirt short short
2536,"[{'https://static.zara.net/photos///2023/I/0/1/p/7974/482/044/2/w/448/7974482044_1_1_1.jpg?ts=1688375858852': 'Image 0 of LINEN BLEND PRINTED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7974/482/044/2/w/448/7974482044_2_1_1.jpg?ts=1688375858825': 'Image 1 of LINEN BLEND PRINTED SHIRT from Zara'}]",women,SHIRTS,linen blend print shirt,shirt linen blend round neck long sleeve fasten button,Top,linen shirt long
2537,"[{'https://static.zara.net/photos///2023/I/0/1/p/3826/294/250/2/w/448/3826294250_1_1_1.jpg?ts=1687855063389': 'Image 0 of TEXTURED TOP WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3826/294/250/2/w/448/3826294250_2_1_1.jpg?ts=1687855064888': 'Image 1 of TEXTURED TOP WITH KNOT from Zara'}]",women,SHIRTS,texture knot,plunge vneckline knot detail long sleeve,Top,long
2538,"[{'https://static.zara.net/photos///2023/I/0/1/p/7795/488/330/2/w/448/7795488330_1_1_1.jpg?ts=1688572873970': 'Image 0 of PRINTED CROPPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7795/488/330/2/w/448/7795488330_2_1_1.jpg?ts=1688572875446': 'Image 1 of PRINTED CROPPED SHIRT from Zara'}]",women,SHIRTS,print cropped shirt,collar shirt surplice neckline long sleeve elasticate hem,Top,shirt cropped long
2539,"[{'https://static.zara.net/photos///2023/I/0/1/p/3666/157/942/2/w/448/3666157942_1_1_1.jpg?ts=1689621975835': 'Image 0 of FRILL NECKLINE BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3666/157/942/2/w/448/3666157942_2_1_1.jpg?ts=1689621975606': 'Image 1 of FRILL NECKLINE BLOUSE from Zara'}]",women,SHIRTS,frill neckline blouse,blouse ruffle collar gather detail feature vneckline balloon long sleeve button fasten,Top,blouse long
2540,"[{'https://static.zara.net/photos///2023/I/0/1/p/8021/231/733/17/w/448/8021231733_1_1_1.jpg?ts=1689176826155': 'Image 0 of GABARDINE FABRIC CROPPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8021/231/733/17/w/448/8021231733_2_1_1.jpg?ts=1689176819598': 'Image 1 of GABARDINE FABRIC CROPPED SHIRT from Zara'}]",women,SHIRTS,gabardine fabric crop shirt,collar shirt gabardine fabric turnup short sleeve patch pocket fasten conceal button hide placket,Top,gabardine shirt short crop short
2541,"[{'https://static.zara.net/photos///2023/I/0/1/p/8076/807/044/2/w/448/8076807044_1_1_1.jpg?ts=1689696942914': 'Image 0 of STRIPED SHIRT WITH RHINESTONE BUTTON from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8076/807/044/2/w/448/8076807044_2_1_1.jpg?ts=1689696942805': 'Image 1 of STRIPED SHIRT WITH RHINESTONE BUTTON from Zara'}]",women,SHIRTS,stripe shirt rhinestone button,crop collared shirt feature long sleeve patch pocket rhinestone buttonup,Top,shirt crop long
2542,"[{'https://static.zara.net/photos///2023/I/0/1/p/8103/472/330/3/w/448/8103472330_1_1_1.jpg?ts=1689850414644': 'Image 0 of TIE-DYE RAMIE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8103/472/330/2/w/448/8103472330_6_1_1.jpg?ts=1689333493527': 'Image 1 of TIE-DYE RAMIE SHIRT from Zara'}]",women,SHIRTS,tiedye ramie shirt,shirt ramie johnny collar long sleeve buttonup,Top,ramie shirt long
2543,"[{'https://static.zara.net/photos///2023/I/0/1/p/8123/709/250/2/w/448/8123709250_1_1_1.jpg?ts=1689264048920': 'Image 0 of LINEN BLEND PEPLUM TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8123/709/250/2/w/448/8123709250_2_1_1.jpg?ts=1689264053536': 'Image 1 of LINEN BLEND PEPLUM TOP from Zara'}]",women,SHIRTS,linen blend peplum,linen blend round neck long sleeve elastic ruffle hem opening detail tie fastening,Top,linen long
2544,"[{'https://static.zara.net/photos///2023/I/0/1/p/8151/709/712/2/w/448/8151709712_1_1_1.jpg?ts=1691153432676': 'Image 0 of TOP WITH CONTRAST CHEST DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8151/709/712/2/w/448/8151709712_2_1_1.jpg?ts=1691153431696': 'Image 1 of TOP WITH CONTRAST CHEST DETAIL from Zara'}]",women,SHIRTS,contrast chest detail,linen blend feature vneckline contrast fabric hemstitch long sleeve,Top,linen long
2545,"[{'https://static.zara.net/photos///2023/I/0/1/p/8169/458/038/2/w/448/8169458038_6_1_1.jpg?ts=1691999807829': 'Image 0 of ANIMAL PRINT RUFFLED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8169/458/038/2/w/448/8169458038_6_2_1.jpg?ts=1691999808216': 'Image 1 of ANIMAL PRINT RUFFLED SHIRT from Zara'}]",women,SHIRTS,animal print ruffle shirt,oversize vneck shirt feature long sleeve opening trim ruffle trim vent hem button tie fastening,Top,shirt long
2546,"[{'https://static.zara.net/photos///2023/I/0/1/p/7639/985/250/2/w/448/7639985250_1_1_1.jpg?ts=1688655831359': 'Image 0 of SHIRT WITH CUTWORK EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7639/985/250/2/w/448/7639985250_2_1_1.jpg?ts=1688655830584': 'Image 1 of SHIRT WITH CUTWORK EMBROIDERY from Zara'}]",women,SHIRTS,shirt cutwork embroidery,collar shirt long sleeve asymmetric hem vent buttonup,Top,shirt long
2547,"[{'https://static.zara.net/photos///2023/I/0/1/p/2624/500/250/2/w/448/2624500250_6_1_1.jpg?ts=1689929855482': 'Image 0 of LINEN SHIRT WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2624/500/250/2/w/448/2624500250_6_2_1.jpg?ts=1689929856619': 'Image 1 of LINEN SHIRT WITH BOW from Zara'}]",women,SHIRTS,linen shirt bow,crop collared shirt linen feature vneck long sleeve elastic hem wrap tie fastening,Top,linen bow shirt crop long
2548,"[{'https://static.zara.net/photos///2023/I/0/1/p/6045/207/407/2/w/448/6045207407_1_1_1.jpg?ts=1691739235918': 'Image 0 of TRF PAINT SPLATTER OVERSIZED DENIM OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6045/207/407/2/w/448/6045207407_2_1_1.jpg?ts=1691739234647': 'Image 1 of TRF PAINT SPLATTER OVERSIZED DENIM OVERSHIRT from Zara'}]",women,SHIRTS,trf paint splatter oversize denim overshirt,oversize collared overshirt long cuff sleeve drop shoulder feature patch pocket fade effect paint platter rip detail fasten metal button,Top,denim denim overshirt long
2549,"[{'https://static.zara.net/photos///2023/I/0/1/p/7795/616/044/12/w/448/7795616044_1_1_1.jpg?ts=1685978503781': 'Image 0 of PRINTED CROPPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7795/616/044/12/w/448/7795616044_2_1_1.jpg?ts=1685978504390': 'Image 1 of PRINTED CROPPED SHIRT from Zara'}]",women,SHIRTS,print cropped shirt,collar shirt surplice neckline long sleeve elasticate hem,Top,shirt cropped long
2550,"[{'https://static.zara.net/photos///2023/I/0/1/p/8221/707/250/2/w/448/8221707250_1_1_1.jpg?ts=1690992239116': 'Image 0 of LINEN SHIRT WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8221/707/250/2/w/448/8221707250_2_1_1.jpg?ts=1690992241347': 'Image 1 of LINEN SHIRT WITH RUFFLES from Zara'}]",women,SHIRTS,linen shirt ruffle,collar shirt linen short sleeve ruffle detail buttonup hide placket,Top,linen shirt short short
2551,"[{'https://static.zara.net/photos///2023/I/0/1/p/2298/174/250/2/w/448/2298174250_1_1_1.jpg?ts=1690366716454': 'Image 0 of CROPPED SATIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2298/174/250/2/w/448/2298174250_2_1_1.jpg?ts=1690366717706': 'Image 1 of CROPPED SATIN SHIRT from Zara'}]",women,SHIRTS,crop satin shirt,collar shirt long sleeve crossover vneckline elastic hem,Top,satin shirt crop long
2552,"[{'https://static.zara.net/photos///2023/I/0/1/p/6929/208/406/2/w/448/6929208406_1_1_1.jpg?ts=1691588060739': 'Image 0 of CROPPED SHIRT WITH CROSSOVER BACK from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6929/208/406/2/w/448/6929208406_2_1_1.jpg?ts=1691588060828': 'Image 1 of CROPPED SHIRT WITH CROSSOVER BACK from Zara'}]",women,SHIRTS,crop shirt crossover,crop collared shirt long cuff sleeve crossover cutout detail buttonup hide placket,Top,shirt crop long
2553,"[{'https://static.zara.net/photos///2023/I/0/1/p/7691/500/250/17/w/448/7691500250_1_1_1.jpg?ts=1686737799304': 'Image 0 of 100% LINEN SHIRT WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7691/500/250/17/w/448/7691500250_2_1_1.jpg?ts=1686737803384': 'Image 1 of 100% LINEN SHIRT WITH BOW from Zara'}]",women,SHIRTS,linen shirt bow,shirt linen high neck tie vneck long sleeve,Top,linen bow shirt long
2554,"[{'https://static.zara.net/photos///2023/I/0/1/p/8311/762/800/2/w/448/8311762800_6_1_1.jpg?ts=1693304058222': 'Image 0 of SILK SHIRT - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8311/762/800/2/w/448/8311762800_6_2_1.jpg?ts=1693304058172': 'Image 1 of SILK SHIRT - LIMITED EDITION from Zara'}]",women,SHIRTS,silk shirt limited edition,collar pyjamastyle shirt silk feature long sleeve patch pocket contrast pipe detail vent hem buttonup,Top,silk shirt long
2555,"[{'https://static.zara.net/photos///2023/I/0/1/p/0779/163/207/2/w/448/0779163207_1_1_1.jpg?ts=1691075844835': 'Image 0 of PINTUCK PRINTED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0779/163/207/2/w/448/0779163207_2_1_1.jpg?ts=1691075775043': 'Image 1 of PINTUCK PRINTED SHIRT from Zara'}]",women,SHIRTS,pintuck print shirt,shirt feature vneckline long sleeve shoulder pintuck buttonup,Top,shirt long
2556,"[{'https://static.zara.net/photos///2023/I/0/1/p/7973/824/962/12/w/448/7973824962_1_1_1.jpg?ts=1688028768698': 'Image 0 of EMBROIDERED RUSTIC TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7973/824/962/2/w/448/7973824962_6_1_1.jpg?ts=1687848262381': 'Image 1 of EMBROIDERED RUSTIC TOP from Zara'}]",women,SHIRTS,embroider rustic,vneck long sleeve contrast embroidery detail buttonup,Top,long
2557,"[{'https://static.zara.net/photos///2023/I/0/1/p/8022/818/725/3/w/448/8022818725_1_1_1.jpg?ts=1689176912128': 'Image 0 of STRIPED POPLIN TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8022/818/725/3/w/448/8022818725_2_1_1.jpg?ts=1689176911645': 'Image 1 of STRIPED POPLIN TOP from Zara'}]",women,SHIRTS,stripe poplin,vneck adjustable thin strap feature box pleat hem button fastening,Top,poplin box
2558,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/244/500/12/w/448/4043244500_1_1_1.jpg?ts=1688977065704': 'Image 0 of STRIPED LINEN BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/244/500/12/w/448/4043244500_2_1_1.jpg?ts=1688977068787': 'Image 1 of STRIPED LINEN BLEND SHIRT from Zara'}]",women,SHIRTS,stripe linen blend shirt,collar shirt linen blend fabric long sleeve cuff split hem buttonup,Top,linen shirt long
2559,"[{'https://static.zara.net/photos///2023/I/0/1/p/7877/342/800/12/w/448/7877342800_1_1_1.jpg?ts=1690469815306': 'Image 0 of SEMI-SHEER BLOUSE WITH HOOD from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7877/342/800/12/w/448/7877342800_2_1_1.jpg?ts=1690469815303': 'Image 1 of SEMI-SHEER BLOUSE WITH HOOD from Zara'}]",women,SHIRTS,semisheer blouse hood,semisheer blouse round neckline adjustable hood drawstring fabric flare long sleeve pouch pocket asymmetric hem vent,Top,semisheer blouse hood long
2560,"[{'https://static.zara.net/photos///2023/I/0/1/p/8686/453/600/17/w/448/8686453600_1_1_1.jpg?ts=1692789303664': 'Image 0 of FLOWING ASYMMETRIC CAPE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8686/453/600/17/w/448/8686453600_2_1_1.jpg?ts=1692789296935': 'Image 1 of FLOWING ASYMMETRIC CAPE from Zara'}]",women,SHIRTS,flow asymmetric cape,flow cape round neck asymmetric hem,Top,cape
2561,"[{'https://static.zara.net/photos///2023/I/0/1/p/2183/250/400/2/w/448/2183250400_1_1_1.jpg?ts=1691652251111': 'Image 0 of PRINTED SHIRT WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2183/250/400/2/w/448/2183250400_2_1_1.jpg?ts=1691652251091': 'Image 1 of PRINTED SHIRT WITH POCKET from Zara'}]",women,SHIRTS,print shirt pocket,shirt cotton johnny collar sleeve fall elbow chest patch pocket asymmetric hem buttonup,Top,cotton shirt
2562,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/275/251/2/w/448/2731275251_1_1_1.jpg?ts=1689665199599': 'Image 0 of RAMIE SHIRT WITH KNOT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/275/251/2/w/448/2731275251_2_1_1.jpg?ts=1689665200117': 'Image 1 of RAMIE SHIRT WITH KNOT DETAIL from Zara'}]",women,SHIRTS,ramie shirt knot detail,shirt ramie johnny collar long sleeve elasticate cuff ruffle trim hem knot fabric buttonup,Top,ramie shirt long
2563,"[{'https://static.zara.net/photos///2023/I/0/1/p/8088/825/712/2/w/448/8088825712_1_1_1.jpg?ts=1689328169911': 'Image 0 of PLUMETIS SHIRT WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8088/825/712/2/w/448/8088825712_2_1_1.jpg?ts=1689328173867': 'Image 1 of PLUMETIS SHIRT WITH RUFFLES from Zara'}]",women,SHIRTS,plumetis shirt ruffle,shirt feature slot collar long sleeve elasticate trim lace trim ruffle detail buttonup frontthis garment line,Top,shirt long
2564,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/156/250/12/w/448/9878156250_1_1_1.jpg?ts=1689680124942': 'Image 0 of BLOUSE WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/156/250/12/w/448/9878156250_2_1_1.jpg?ts=1689680124639': 'Image 1 of BLOUSE WITH RUFFLES from Zara'}]",women,SHIRTS,blouse ruffle,blouse feature peter pan collar long sleeve ruffle trim buttonup,Top,blouse long
2565,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/335/806/2/w/448/4786335806_1_1_1.jpg?ts=1688126789297': 'Image 0 of CROPPED LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/335/806/2/w/448/4786335806_2_1_1.jpg?ts=1688126789090': 'Image 1 of CROPPED LINEN SHIRT from Zara'}]",women,SHIRTS,crop linen shirt,collar shirt linen long sleeve pleated cuff visible topstitche detail buttonup,Top,linen shirt crop long
2566,"[{'https://static.zara.net/photos///2023/I/0/1/p/2492/151/070/2/w/448/2492151070_1_1_1.jpg?ts=1688568630021': 'Image 0 of PRINTED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2492/151/070/2/w/448/2492151070_6_1_1.jpg?ts=1688627120336': 'Image 1 of PRINTED SHIRT from Zara'}]",women,SHIRTS,print shirt,round neck shirt feature vneckline long sleeve elastic cuff buttonup,Top,shirt long
2567,"[{'https://static.zara.net/photos///2023/I/0/1/p/7906/032/330/2/w/448/7906032330_1_1_1.jpg?ts=1686558255338': 'Image 0 of SHINY PRINTED BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7906/032/330/2/w/448/7906032330_2_1_1.jpg?ts=1686558254912': 'Image 1 of SHINY PRINTED BLOUSE from Zara'}]",women,SHIRTS,shiny print blouse,johnny collar blouse short sleeve metallic thread detail knot hem tie pleat,Top,blouse short short
2568,"[{'https://static.zara.net/photos///2023/V/0/1/p/3198/500/250/2/w/448/3198500250_1_1_1.jpg?ts=1680012649773': 'Image 0 of CROPPED SHIRT WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/3198/500/250/2/w/448/3198500250_2_1_1.jpg?ts=1680012650004': 'Image 1 of CROPPED SHIRT WITH KNOT from Zara'}]",women,SHIRTS,crop shirt knot,collar shirt long sleeve patch pocket flap button knot fasten,Top,shirt crop long
2569,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/311/807/2/w/448/2731311807_1_1_1.jpg?ts=1688124232195': 'Image 0 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/311/807/2/w/448/2731311807_2_1_1.jpg?ts=1688124231773': 'Image 1 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}]",women,SHIRTS,ramie tunic passementerie,long tunic ramie lapel collar long cuff sleeve match passementerie detail wrinkle fabric asymmetric hem vent buttonup,Top,ramie lapel long
2570,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/259/802/2/w/448/4043259802_1_1_1.jpg?ts=1689335050560': 'Image 0 of FRAYED LINEN BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/259/802/2/w/448/4043259802_2_1_1.jpg?ts=1689335050564': 'Image 1 of FRAYED LINEN BLOUSE from Zara'}]",women,SHIRTS,fray linen blouse,sleeveless blouse linen feature vneckline knot hem pleat fray trim,Top,linen blouse sleeveless
2571,"[{'https://static.zara.net/photos///2023/V/0/1/p/2731/044/251/17/w/448/2731044251_1_1_1.jpg?ts=1684235192874': 'Image 0 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/2731/044/251/17/w/448/2731044251_2_1_1.jpg?ts=1684235190159': 'Image 1 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}]",women,SHIRTS,ramie tunic passementerie,long collar tunic ramie feature long cuff sleeve match passementerie detail asymmetric hem vent button,Top,ramie long
2572,"[{'https://static.zara.net/photos///2023/I/0/1/p/7735/518/406/17/w/448/7735518406_1_1_1.jpg?ts=1686901772415': 'Image 0 of KNOTTED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7735/518/406/17/w/448/7735518406_2_1_1.jpg?ts=1686901771144': 'Image 1 of KNOTTED SHIRT from Zara'}]",women,SHIRTS,knot shirt,collar shirt linen blend fabric long sleeve patch pocket flap buttonup knot hem,Top,linen shirt long
2573,"[{'https://static.zara.net/photos///2023/I/0/1/p/0108/222/407/2/w/448/0108222407_1_1_1.jpg?ts=1689762518756': 'Image 0 of Z1975 STRAIGHT-FIT HIGH-WAIST LONG LENGTH JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0108/222/407/2/w/448/0108222407_2_1_1.jpg?ts=1689937335160': 'Image 1 of Z1975 STRAIGHT-FIT HIGH-WAIST LONG LENGTH JEANS from Zara'}]",women,JEANS,z straightfit highwaist long length jean,highwaist regular reg long length rigid highwaist jean pocket fade effect straightleg longleg design zip fly button fasteningview,Bottom,jean long longleg
